ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
201819,VA1E004001,SCUOLA PRIMARIA,1,1,8,12
201819,CTPM415005,SCUOLA SECONDARIA II GRADO,5,1,5,12
201819,NAPMRM500O,SCUOLA SECONDARIA II GRADO,2,1,1,7
201819,SATDH85000,SCUOLA SECONDARIA II GRADO,5,2,55,16
201819,PA1E01500X,SCUOLA PRIMARIA,1,1,4,8
201819,CSTDIV5005,SCUOLA SECONDARIA II GRADO,1,1,0,1
201819,TO1E009006,SCUOLA PRIMARIA,5,1,12,15
201819,NATD21500T,SCUOLA SECONDARIA II GRADO,3,1,2,3
201819,RMTD165001,SCUOLA SECONDARIA II GRADO,3,1,2,0
201819,BO1E01000N,SCUOLA PRIMARIA,5,1,9,15
201819,SARHRM500C,SCUOLA SECONDARIA II GRADO,5,2,24,8
201819,CEPS16500H,SCUOLA SECONDARIA II GRADO,1,1,15,1
201819,LOPS01500A,SCUOLA SECONDARIA II GRADO,4,1,6,3
201819,PA1E043004,SCUOLA PRIMARIA,4,1,8,9
201819,RE1EE9500Z,SCUOLA PRIMARIA,2,1,12,13
201819,LI1E00400D,SCUOLA PRIMARIA,5,1,12,11
201819,PCPQ145008,SCUOLA SECONDARIA II GRADO,4,1,14,6
201819,CA1E01400V,SCUOLA PRIMARIA,4,1,12,12
201819,RM1E03900E,SCUOLA PRIMARIA,2,1,15,9
201819,UDTFI2500I,SCUOLA SECONDARIA II GRADO,4,1,19,0
201819,MI1E02800G,SCUOLA PRIMARIA,3,2,33,18
201819,PD1EOO500S,SCUOLA PRIMARIA,5,1,5,5
201819,RA1E00300B,SCUOLA PRIMARIA,1,2,19,22
201819,SATD4D500E,SCUOLA SECONDARIA II GRADO,2,1,0,3
201819,NA1E10900L,SCUOLA PRIMARIA,4,1,4,7
201819,CETAVH500S,SCUOLA SECONDARIA II GRADO,4,1,2,1
201819,AN1E00500L,SCUOLA PRIMARIA,1,2,1,2
201819,BG1M00500D,SCUOLA SECONDARIA I GRADO,1,1,10,6
201819,BG1E02300T,SCUOLA PRIMARIA,1,2,27,20
201819,VR1M01100B,SCUOLA SECONDARIA I GRADO,1,1,9,7
201819,MI1E01900R,SCUOLA PRIMARIA,1,1,13,10
201819,SP1E00400X,SCUOLA PRIMARIA,2,1,7,16
201819,SR1E005001,SCUOLA PRIMARIA,2,1,13,5
201819,TO1E05200C,SCUOLA PRIMARIA,1,1,7,8
201819,TVPS035008,SCUOLA SECONDARIA II GRADO,4,3,22,7
201819,PATD33500R,SCUOLA SECONDARIA II GRADO,3,1,4,1
201819,RN1M02000L,SCUOLA SECONDARIA I GRADO,3,4,45,52
201819,RMPL355003,SCUOLA SECONDARIA II GRADO,2,1,4,1
201819,TORI05500A,SCUOLA SECONDARIA II GRADO,4,1,4,1
201819,TVPS57500F,SCUOLA SECONDARIA II GRADO,1,2,32,9
201819,RMPC26500V,SCUOLA SECONDARIA II GRADO,5,1,8,14
201819,NAPL7N500U,SCUOLA SECONDARIA II GRADO,5,2,15,37
201819,TO1M01600E,SCUOLA SECONDARIA I GRADO,1,3,39,32
201819,VRPM27500E,SCUOLA SECONDARIA II GRADO,2,1,7,9
201819,PATD87500G,SCUOLA SECONDARIA II GRADO,2,1,11,1
201819,VI1E001007,SCUOLA PRIMARIA,2,2,22,12
201819,UD1E008003,SCUOLA PRIMARIA,1,1,13,10
201819,FIPSO9500R,SCUOLA SECONDARIA II GRADO,5,1,4,4
201819,CTPC08500Q,SCUOLA SECONDARIA II GRADO,1,1,3,10
201819,FI1E00300L,SCUOLA PRIMARIA,5,1,8,16
201819,MI1E03700A,SCUOLA PRIMARIA,4,2,24,24
201819,MO1E01000G,SCUOLA PRIMARIA,1,2,13,22
201819,VRPS09500G,SCUOLA SECONDARIA II GRADO,1,1,6,8
201819,MI1E04300N,SCUOLA PRIMARIA,5,2,21,18
201819,FG1E00500G,SCUOLA PRIMARIA,1,1,8,14
201819,CETF01500C,SCUOLA SECONDARIA II GRADO,4,1,13,1
201819,TATL015002,SCUOLA SECONDARIA II GRADO,3,1,2,2
201819,BG1E03200L,SCUOLA PRIMARIA,5,2,28,17
201819,RM1E21400X,SCUOLA PRIMARIA,2,1,7,7
201819,IM1E00500L,SCUOLA PRIMARIA,1,1,8,10
201819,AQ1E00700D,SCUOLA PRIMARIA,4,1,16,11
201819,CSPQ025009,SCUOLA SECONDARIA II GRADO,3,1,0,6
201819,SRPM475001,SCUOLA SECONDARIA II GRADO,1,1,4,3
201819,CTTD315003,SCUOLA SECONDARIA II GRADO,2,1,1,3
201819,PD1E005005,SCUOLA PRIMARIA,1,1,5,7
201819,LE1E004006,SCUOLA PRIMARIA,1,1,5,7
201819,BSTDUH500I,SCUOLA SECONDARIA II GRADO,1,1,8,1
201819,COPS02500D,SCUOLA SECONDARIA II GRADO,4,2,11,10
201819,CT1M02300G,SCUOLA SECONDARIA I GRADO,2,2,21,16
201819,NA1E25300G,SCUOLA PRIMARIA,2,1,15,6
201819,CE1E03500A,SCUOLA PRIMARIA,3,1,11,8
201819,BS1E011004,SCUOLA PRIMARIA,5,1,13,8
201819,NAPM31500X,SCUOLA SECONDARIA II GRADO,2,1,1,3
201819,TO1M050002,SCUOLA SECONDARIA I GRADO,2,2,25,33
201819,RM1E21000L,SCUOLA PRIMARIA,5,1,10,13
201819,PA1EC8500U,SCUOLA PRIMARIA,5,1,6,9
201819,GE1E03700L,SCUOLA PRIMARIA,3,1,12,15
201819,PD1E00200N,SCUOLA PRIMARIA,3,1,17,10
201819,CO1E00900A,SCUOLA PRIMARIA,3,2,19,15
201819,MIPCZI5004,SCUOLA SECONDARIA II GRADO,4,1,3,5
201819,FIPS04500X,SCUOLA SECONDARIA II GRADO,3,2,34,8
201819,VAPS06500N,SCUOLA SECONDARIA II GRADO,3,1,13,9
201819,FG1E01700T,SCUOLA PRIMARIA,5,1,13,4
201819,NA1E05500D,SCUOLA PRIMARIA,2,2,19,21
201819,BA1E01700D,SCUOLA PRIMARIA,4,1,8,5
201819,CN1E00200V,SCUOLA PRIMARIA,1,1,12,4
201819,FR1E00400R,SCUOLA PRIMARIA,3,1,6,11
201819,NA1E12900T,SCUOLA PRIMARIA,4,1,10,9
201819,MI1E054004,SCUOLA PRIMARIA,1,1,8,6
201819,VT1E00500D,SCUOLA PRIMARIA,1,1,12,12
201819,AN1E001009,SCUOLA PRIMARIA,4,1,5,9
201819,RMPS695009,SCUOLA SECONDARIA II GRADO,4,1,3,2
201819,VEPC02500E,SCUOLA SECONDARIA II GRADO,5,1,7,3
201819,VATF205008,SCUOLA SECONDARIA II GRADO,2,1,1,0
201819,MESD01500T,SCUOLA SECONDARIA II GRADO,3,1,1,11
201819,CA1E00900B,SCUOLA PRIMARIA,2,1,12,11
201819,RM1E03100X,SCUOLA PRIMARIA,2,1,10,6
201819,LC1E00100D,SCUOLA PRIMARIA,3,1,13,9
201819,VAPM04500D,SCUOLA SECONDARIA II GRADO,1,1,9,7
201819,TS1E00500D,SCUOLA PRIMARIA,4,1,8,7
201819,NA1E272001,SCUOLA PRIMARIA,5,1,8,7
201819,CE1E04700L,SCUOLA PRIMARIA,1,1,4,6
201819,PR1M002005,SCUOLA SECONDARIA I GRADO,2,1,13,6
201819,RMPC00500D,SCUOLA SECONDARIA II GRADO,4,1,3,5
201819,NA1E031001,SCUOLA PRIMARIA,3,2,13,10
201819,BG1E028001,SCUOLA PRIMARIA,5,1,11,16
201819,RMPS56500L,SCUOLA SECONDARIA II GRADO,2,1,2,0
201819,RM1E014006,SCUOLA PRIMARIA,3,1,15,12
201819,PO1E00200R,SCUOLA PRIMARIA,3,1,15,10
201819,AGPC4A5009,SCUOLA SECONDARIA II GRADO,2,1,0,1
201819,BAPS035008,SCUOLA SECONDARIA II GRADO,1,1,1,1
201819,NARH96500S,SCUOLA SECONDARIA II GRADO,3,1,3,0
201819,MI1E08600G,SCUOLA PRIMARIA,1,2,22,27
201819,RM1M087005,SCUOLA SECONDARIA I GRADO,3,1,21,10
201819,AGPSFG5009,SCUOLA SECONDARIA II GRADO,5,1,15,4
201819,FI1E026009,SCUOLA PRIMARIA,3,1,14,12
201819,VAPL06500C,SCUOLA SECONDARIA II GRADO,1,1,3,3
201819,VAPSPP500H,SCUOLA SECONDARIA II GRADO,2,1,4,5
201819,MIPS20500T,SCUOLA SECONDARIA II GRADO,3,1,19,3
201819,FGTDO25007,SCUOLA SECONDARIA II GRADO,2,1,4,3
201819,BS1E00700C,SCUOLA PRIMARIA,1,1,11,12
201819,NATF2S500C,SCUOLA SECONDARIA II GRADO,5,2,38,1
201819,TOPL11500A,SCUOLA SECONDARIA II GRADO,2,1,4,4
201819,BGPQ235008,SCUOLA SECONDARIA II GRADO,5,1,11,16
201819,TO1E01900R,SCUOLA PRIMARIA,2,1,18,10
201819,RM1E09000Q,SCUOLA PRIMARIA,2,2,19,31
201819,TV1E01700D,SCUOLA PRIMARIA,5,2,27,20
201819,PGRF8G5009,SCUOLA SECONDARIA II GRADO,2,1,0,1
201819,MIRFHT500U,SCUOLA SECONDARIA II GRADO,4,1,5,20
201819,NARF0C5004,SCUOLA SECONDARIA II GRADO,4,1,1,3
201819,RMPS25500B,SCUOLA SECONDARIA II GRADO,3,1,11,10
201819,NA1M059002,SCUOLA SECONDARIA I GRADO,3,1,3,1
201819,PETD06500C,SCUOLA SECONDARIA II GRADO,5,1,13,6
201819,NA1E01700P,SCUOLA PRIMARIA,3,2,21,25
201819,BN1E002002,SCUOLA PRIMARIA,4,1,12,8
201819,RM1E044002,SCUOLA PRIMARIA,2,2,24,12
201819,IM1M004002,SCUOLA SECONDARIA I GRADO,2,1,8,10
201819,RM1M07100G,SCUOLA SECONDARIA I GRADO,2,3,22,36
201819,PA1E007001,SCUOLA PRIMARIA,1,1,3,8
201819,NA1E24900X,SCUOLA PRIMARIA,5,1,9,10
201819,BS1E00100D,SCUOLA PRIMARIA,3,1,11,12
201819,LCPMEE500S,SCUOLA SECONDARIA II GRADO,1,1,9,13
201819,MIPM005005,SCUOLA SECONDARIA II GRADO,5,1,2,12
201819,PR1E00200X,SCUOLA PRIMARIA,5,1,11,12
201819,LUPS025006,SCUOLA SECONDARIA II GRADO,1,1,2,0
201819,NA1E04600P,SCUOLA PRIMARIA,3,1,9,5
201819,PGRF8G5009,SCUOLA SECONDARIA II GRADO,1,1,1,0
201819,MIPSUD500O,SCUOLA SECONDARIA II GRADO,5,1,13,8
201819,AQ1E00500T,SCUOLA PRIMARIA,3,1,12,14
201819,FI1E01200B,SCUOLA PRIMARIA,3,1,13,1
201819,AGTL4P500L,SCUOLA SECONDARIA II GRADO,3,1,3,0
201819,CTTD335008,SCUOLA SECONDARIA II GRADO,3,1,2,0
201819,FI1E06200C,SCUOLA PRIMARIA,5,2,20,34
201819,CO1E00700P,SCUOLA PRIMARIA,2,1,10,17
201819,CE1E066002,SCUOLA PRIMARIA,4,1,8,7
201819,TO1E004003,SCUOLA PRIMARIA,3,1,11,9
201819,BO1M00200X,SCUOLA SECONDARIA I GRADO,2,3,29,29
201819,SAPMNI5000,SCUOLA SECONDARIA II GRADO,2,1,2,2
201819,RM1E10300L,SCUOLA PRIMARIA,4,3,34,31
201819,TO1MNU500Z,SCUOLA SECONDARIA I GRADO,2,1,7,5
201819,REPS00500P,SCUOLA SECONDARIA II GRADO,3,1,8,5
201819,NA1E00900Q,SCUOLA PRIMARIA,5,1,3,9
201819,MIPS09500G,SCUOLA SECONDARIA II GRADO,1,3,46,22
201819,TO1E04200T,SCUOLA PRIMARIA,3,2,21,27
201819,LC1E00500R,SCUOLA PRIMARIA,1,2,26,21
201819,RMTL08500Q,SCUOLA SECONDARIA II GRADO,2,1,2,0
201819,PR1E00800V,SCUOLA PRIMARIA,2,1,10,9
201819,TOPS01500P,SCUOLA SECONDARIA II GRADO,4,1,12,10
201819,MIPMM55007,SCUOLA SECONDARIA II GRADO,3,1,14,11
201819,NA1E028005,SCUOLA PRIMARIA,5,1,5,10
201819,BSPME1500B,SCUOLA SECONDARIA II GRADO,3,1,7,6
201819,NATHCU5009,SCUOLA SECONDARIA II GRADO,3,1,1,2
201819,SA1E012002,SCUOLA PRIMARIA,5,1,12,5
201819,PV1E00900X,SCUOLA PRIMARIA,3,1,8,7
201819,CE1E04000T,SCUOLA PRIMARIA,4,2,23,20
201819,SATF02500B,SCUOLA SECONDARIA II GRADO,2,1,3,3
201819,TO1E01500D,SCUOLA PRIMARIA,2,1,12,10
201819,NARHZ5500Q,SCUOLA SECONDARIA II GRADO,1,1,5,2
201819,SASD00500E,SCUOLA SECONDARIA II GRADO,4,1,2,2
201819,BS1M02200Q,SCUOLA SECONDARIA I GRADO,1,2,13,25
201819,BOPSPI500D,SCUOLA SECONDARIA II GRADO,5,2,32,14
201819,TA1E003008,SCUOLA PRIMARIA,2,1,12,13
201819,RM1E19500Q,SCUOLA PRIMARIA,1,2,19,8
201819,NA1E21100D,SCUOLA PRIMARIA,2,1,10,4
201819,NARHA8500Q,SCUOLA SECONDARIA II GRADO,3,1,4,5
201819,CT1E05500T,SCUOLA PRIMARIA,1,1,1,4
201819,FI1E030001,SCUOLA PRIMARIA,4,1,8,10
201819,RA1E00600V,SCUOLA PRIMARIA,3,2,21,24
201819,VT1E00300T,SCUOLA PRIMARIA,4,1,9,11
201819,TV1E019005,SCUOLA PRIMARIA,5,1,11,16
201819,CE1E001007,SCUOLA PRIMARIA,5,1,10,5
201819,PT1E00600T,SCUOLA PRIMARIA,5,1,11,6
201819,RM1M04000X,SCUOLA SECONDARIA I GRADO,2,4,44,49
201819,GO1E00100A,SCUOLA PRIMARIA,5,2,17,20
201819,RM1E001004,SCUOLA PRIMARIA,3,1,12,6
201819,PO1E013007,SCUOLA PRIMARIA,2,1,16,7
201819,MI1M01600E,SCUOLA SECONDARIA I GRADO,1,1,14,15
201819,MITF11500N,SCUOLA SECONDARIA II GRADO,5,5,141,0
201819,BOPL02500B,SCUOLA SECONDARIA II GRADO,3,1,2,23
201819,RE1E00300T,SCUOLA PRIMARIA,5,1,12,10
201819,VA1MIT5001,SCUOLA SECONDARIA I GRADO,1,1,14,10
201819,FI1M001006,SCUOLA SECONDARIA I GRADO,2,1,10,14
201819,FITF265001,SCUOLA SECONDARIA II GRADO,4,1,4,0
201819,NA1E18900D,SCUOLA PRIMARIA,3,2,17,14
201819,PT1E00200E,SCUOLA PRIMARIA,5,1,9,7
201819,FG1E016002,SCUOLA PRIMARIA,2,1,7,6
201819,TOTB005001,SCUOLA SECONDARIA II GRADO,4,1,11,0
201819,CE1E008002,SCUOLA PRIMARIA,2,1,16,5
201819,AL1E004006,SCUOLA PRIMARIA,1,1,10,8
201819,VTPS015009,SCUOLA SECONDARIA II GRADO,5,1,10,5
201819,NA1E09500X,SCUOLA PRIMARIA,1,1,6,12
201819,RM1E19000L,SCUOLA PRIMARIA,5,1,15,15
201819,PA1E80500Q,SCUOLA PRIMARIA,5,1,4,8
201819,RE1M008006,SCUOLA SECONDARIA I GRADO,1,1,7,7
201819,CA1E018006,SCUOLA PRIMARIA,5,1,9,5
201819,PA1E02300V,SCUOLA PRIMARIA,5,1,3,4
201819,NA1E20200P,SCUOLA PRIMARIA,1,1,7,3
201819,NATH1D5004,SCUOLA SECONDARIA II GRADO,2,1,1,3
201819,VA1E004001,SCUOLA PRIMARIA,2,1,14,9
201819,SA1E009006,SCUOLA PRIMARIA,2,1,9,4
201819,TO1E6M500I,SCUOLA PRIMARIA,4,1,10,10
201819,NA1E13700R,SCUOLA PRIMARIA,1,1,7,5
201819,NATDB75009,SCUOLA SECONDARIA II GRADO,5,2,66,29
201819,CT1E003005,SCUOLA PRIMARIA,4,1,6,4
201819,SATDP9500M,SCUOLA SECONDARIA II GRADO,5,4,76,31
201819,NA1E113008,SCUOLA PRIMARIA,1,1,8,5
201819,MCPMOP500O,SCUOLA SECONDARIA II GRADO,5,2,19,30
201819,TV1E00400B,SCUOLA PRIMARIA,5,2,24,26
201819,CRPL02500B,SCUOLA SECONDARIA II GRADO,3,1,4,3
201819,MI1M05100T,SCUOLA SECONDARIA I GRADO,1,1,4,20
201819,FI1M029002,SCUOLA SECONDARIA I GRADO,3,3,28,27
201819,PD1E019003,SCUOLA PRIMARIA,4,2,20,19
201819,CO1E012006,SCUOLA PRIMARIA,4,1,16,10
201819,GE1E013004,SCUOLA PRIMARIA,3,1,3,11
201819,RM1E13300C,SCUOLA PRIMARIA,4,1,12,7
201819,VAPS6M5003,SCUOLA SECONDARIA II GRADO,5,1,23,7
201819,MI1E07700R,SCUOLA PRIMARIA,3,1,12,7
201819,FR1E007008,SCUOLA PRIMARIA,5,1,5,9
201819,RMPL46500E,SCUOLA SECONDARIA II GRADO,5,1,1,4
201819,CE1E022008,SCUOLA PRIMARIA,5,1,16,14
201819,NA1E13300D,SCUOLA PRIMARIA,2,1,3,9
201819,AVTFN9500H,SCUOLA SECONDARIA II GRADO,4,1,4,0
201819,MI1E04400D,SCUOLA PRIMARIA,3,1,8,10
201819,SAPM53500M,SCUOLA SECONDARIA II GRADO,5,1,10,5
201819,BS1E01400G,SCUOLA PRIMARIA,2,1,4,14
201819,RMTD58500N,SCUOLA SECONDARIA II GRADO,1,1,18,13
201819,AN1M00200A,SCUOLA SECONDARIA I GRADO,1,1,8,5
201819,CAPQ00500E,SCUOLA SECONDARIA II GRADO,5,1,8,11
201819,PAPC07500N,SCUOLA SECONDARIA II GRADO,4,1,6,3
201819,GEPC055008,SCUOLA SECONDARIA II GRADO,3,1,9,6
201819,RG1E005004,SCUOLA PRIMARIA,5,1,6,6
201819,NA1E214001,SCUOLA PRIMARIA,2,1,6,8
201819,RGPMSZ500N,SCUOLA SECONDARIA II GRADO,3,1,0,1
201819,PD1E01500Q,SCUOLA PRIMARIA,4,1,13,11
201819,AV1E00600D,SCUOLA PRIMARIA,5,1,6,8
201819,PA1E03900C,SCUOLA PRIMARIA,5,1,11,4
201819,VRPSN9500T,SCUOLA SECONDARIA II GRADO,1,1,17,5
201819,CN1EN55004,SCUOLA PRIMARIA,1,1,7,10
201819,TO1E00100G,SCUOLA PRIMARIA,5,2,20,32
201819,APPS9N5001,SCUOLA SECONDARIA II GRADO,4,1,1,0
201819,VRPM27500E,SCUOLA SECONDARIA II GRADO,5,1,5,19
201819,SRTD08500V,SCUOLA SECONDARIA II GRADO,3,1,0,3
201819,RE1E00400N,SCUOLA PRIMARIA,5,1,10,15
201819,NA1E128002,SCUOLA PRIMARIA,5,1,2,7
201819,MI1E089003,SCUOLA PRIMARIA,1,1,5,7
201819,VA1M00600T,SCUOLA SECONDARIA I GRADO,3,2,12,16
201819,RM1EGU500T,SCUOLA PRIMARIA,5,1,11,14
201819,CTTD365004,SCUOLA SECONDARIA II GRADO,5,2,27,15
201819,BG1E00700X,SCUOLA PRIMARIA,5,2,27,28
201819,MI1E14200P,SCUOLA PRIMARIA,5,2,25,28
201819,MI1M04600A,SCUOLA SECONDARIA I GRADO,3,1,0,28
201819,VR1M00700Q,SCUOLA SECONDARIA I GRADO,2,2,32,21
201819,VARFIU5007,SCUOLA SECONDARIA II GRADO,2,1,4,8
201819,NA1E18700T,SCUOLA PRIMARIA,5,1,4,6
201819,COPL08500X,SCUOLA SECONDARIA II GRADO,2,2,8,9
201819,CTPC08500Q,SCUOLA SECONDARIA II GRADO,5,1,1,10
201819,RMTD77500R,SCUOLA SECONDARIA II GRADO,4,1,3,1
201819,RNTL025002,SCUOLA SECONDARIA II GRADO,1,1,2,0
201819,PA1E01000R,SCUOLA PRIMARIA,4,1,15,12
201819,RC1E013007,SCUOLA PRIMARIA,2,1,7,6
201819,BO1M00800V,SCUOLA SECONDARIA I GRADO,2,2,33,19
201819,PA1M01100T,SCUOLA SECONDARIA I GRADO,1,1,8,13
201819,RM1M130006,SCUOLA SECONDARIA I GRADO,1,1,6,17
201819,PAPS02500Q,SCUOLA SECONDARIA II GRADO,3,3,54,19
201819,NA1E23000V,SCUOLA PRIMARIA,3,1,6,5
201819,VA1E9G500A,SCUOLA PRIMARIA,4,1,3,8
201819,MN1E00200X,SCUOLA PRIMARIA,1,2,18,14
201819,RM1E04700D,SCUOLA PRIMARIA,3,1,12,4
201819,ME1M010008,SCUOLA SECONDARIA I GRADO,2,1,6,12
201819,CTPSQC5001,SCUOLA SECONDARIA II GRADO,2,1,1,0
201819,RCPM015005,SCUOLA SECONDARIA II GRADO,5,2,10,9
201819,MO1M005009,SCUOLA SECONDARIA I GRADO,2,2,19,22
201819,CTTL07500E,SCUOLA SECONDARIA II GRADO,5,2,39,7
201819,CLSD00500B,SCUOLA SECONDARIA II GRADO,1,2,8,14
201819,MI1E05700G,SCUOLA PRIMARIA,1,2,29,21
201819,VT1M00400V,SCUOLA SECONDARIA I GRADO,3,1,8,10
201819,SV1E00300E,SCUOLA PRIMARIA,1,1,12,12
201819,VE1E005007,SCUOLA PRIMARIA,1,1,10,11
201819,CR1M00500B,SCUOLA SECONDARIA I GRADO,1,2,22,17
201819,RM1E18100T,SCUOLA PRIMARIA,1,1,17,9
201819,MITD25500P,SCUOLA SECONDARIA II GRADO,3,1,7,0
201819,BSPS075008,SCUOLA SECONDARIA II GRADO,4,1,12,13
201819,VEPL4H500R,SCUOLA SECONDARIA II GRADO,3,1,4,7
201819,SSPM9L500Q,SCUOLA SECONDARIA II GRADO,3,1,0,1
201819,SSPS02500V,SCUOLA SECONDARIA II GRADO,3,1,4,1
201819,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,2,19,21
201819,MI1M069003,SCUOLA SECONDARIA I GRADO,1,2,22,30
