ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
201920,TOPL66500H,SCUOLA SECONDARIA II GRADO,2,1,10,16
201920,TVPSIL5006,SCUOLA SECONDARIA II GRADO,1,1,6,2
201920,BO1M001004,SCUOLA SECONDARIA I GRADO,2,1,13,9
201920,FITF265001,SCUOLA SECONDARIA II GRADO,2,1,5,0
201920,LC1E004001,SCUOLA PRIMARIA,4,1,11,5
201920,CT1E031009,SCUOLA PRIMARIA,3,1,7,3
201920,CETD135008,SCUOLA SECONDARIA II GRADO,1,1,2,1
201920,VRPM055006,SCUOLA SECONDARIA II GRADO,5,1,12,13
201920,BSPLS45007,SCUOLA SECONDARIA II GRADO,5,1,1,8
201920,RMPL325007,SCUOLA SECONDARIA II GRADO,3,1,7,5
201920,CTTD365004,SCUOLA SECONDARIA II GRADO,5,1,18,14
201920,RM1E09000Q,SCUOLA PRIMARIA,2,2,31,16
201920,PNTD7Z500U,SCUOLA SECONDARIA II GRADO,1,1,1,2
201920,NARHZ5500Q,SCUOLA SECONDARIA II GRADO,3,1,4,2
201920,VRTD04500A,SCUOLA SECONDARIA II GRADO,1,1,11,11
201920,MIPS74500L,SCUOLA SECONDARIA II GRADO,1,1,11,6
201920,RMTNIF500Z,SCUOLA SECONDARIA II GRADO,2,1,1,2
201920,NA1E01000X,SCUOLA PRIMARIA,3,1,11,7
201920,TV1M01200G,SCUOLA SECONDARIA I GRADO,1,3,35,34
201920,SAPL3T500R,SCUOLA SECONDARIA II GRADO,4,1,1,1
201920,TO1M01600E,SCUOLA SECONDARIA I GRADO,3,2,35,24
201920,RMPM55500G,SCUOLA SECONDARIA II GRADO,2,1,3,10
201920,NATHNS500B,SCUOLA SECONDARIA II GRADO,2,1,2,0
201920,RM1E04500T,SCUOLA PRIMARIA,4,1,9,3
201920,APTD5L500H,SCUOLA SECONDARIA II GRADO,1,1,2,0
201920,RM1E073002,SCUOLA PRIMARIA,1,2,26,18
201920,RM1MMF500S,SCUOLA SECONDARIA I GRADO,2,1,11,6
201920,BG1EUA5004,SCUOLA PRIMARIA,4,2,13,15
201920,PN1M002009,SCUOLA SECONDARIA I GRADO,2,5,60,51
201920,MIPC09500C,SCUOLA SECONDARIA II GRADO,4,3,17,34
201920,MBPS345002,SCUOLA SECONDARIA II GRADO,4,1,13,7
201920,RM1M04100Q,SCUOLA SECONDARIA I GRADO,1,2,18,16
201920,VAPM04500D,SCUOLA SECONDARIA II GRADO,3,1,4,10
201920,BAPSV85002,SCUOLA SECONDARIA II GRADO,5,2,46,21
201920,MI1E01900R,SCUOLA PRIMARIA,2,1,9,11
201920,CE1ERT500Q,SCUOLA PRIMARIA,4,1,5,7
201920,FG1E016002,SCUOLA PRIMARIA,4,1,2,8
201920,RMPC24500N,SCUOLA SECONDARIA II GRADO,2,1,0,3
201920,VATD12500X,SCUOLA SECONDARIA II GRADO,4,1,12,4
201920,LI1E00200T,SCUOLA PRIMARIA,2,1,17,11
201920,BS1E002009,SCUOLA PRIMARIA,5,1,8,14
201920,CETFQ95001,SCUOLA SECONDARIA II GRADO,5,2,54,10
201920,BSPMN8500Q,SCUOLA SECONDARIA II GRADO,1,1,10,10
201920,NA1E08900L,SCUOLA PRIMARIA,3,1,12,3
201920,RMPC19500T,SCUOLA SECONDARIA II GRADO,3,1,6,8
201920,RM1E177006,SCUOLA PRIMARIA,3,1,6,11
201920,MB1E04100V,SCUOLA PRIMARIA,4,2,31,20
201920,NATD0C5008,SCUOLA SECONDARIA II GRADO,4,1,9,1
201920,BRPLL4500U,SCUOLA SECONDARIA II GRADO,2,1,0,4
201920,PT1E00600T,SCUOLA PRIMARIA,1,1,7,11
201920,SATD04500A,SCUOLA SECONDARIA II GRADO,3,1,2,4
201920,RM1M074003,SCUOLA SECONDARIA I GRADO,2,3,41,48
201920,ATPL01500N,SCUOLA SECONDARIA II GRADO,5,1,2,4
201920,VEPSAM500G,SCUOLA SECONDARIA II GRADO,2,1,4,3
201920,BA1E00400B,SCUOLA PRIMARIA,5,1,15,15
201920,LC1E00700C,SCUOLA PRIMARIA,4,1,13,9
201920,CTPSPS5003,SCUOLA SECONDARIA II GRADO,5,1,8,1
201920,UDPSMD500L,SCUOLA SECONDARIA II GRADO,1,1,5,4
201920,RM1E03400B,SCUOLA PRIMARIA,3,1,7,7
201920,BG1E01600P,SCUOLA PRIMARIA,1,3,17,31
201920,BG1M02500P,SCUOLA SECONDARIA I GRADO,3,2,17,34
201920,RMTD51500B,SCUOLA SECONDARIA II GRADO,1,1,2,2
201920,ME1E01300E,SCUOLA PRIMARIA,1,1,4,4
201920,MB1E03600B,SCUOLA PRIMARIA,5,1,7,7
201920,VI1E002003,SCUOLA PRIMARIA,2,1,13,8
201920,SATABS5008,SCUOLA SECONDARIA II GRADO,2,1,1,3
201920,COPSIS500Q,SCUOLA SECONDARIA II GRADO,3,1,17,4
201920,COPL08500X,SCUOLA SECONDARIA II GRADO,3,2,8,16
201920,MIPSPS500G,SCUOLA SECONDARIA II GRADO,2,1,6,3
201920,COPSTL500E,SCUOLA SECONDARIA II GRADO,2,1,7,4
201920,MBPC215006,SCUOLA SECONDARIA II GRADO,3,1,7,11
201920,NA1E23700N,SCUOLA PRIMARIA,1,1,17,6
201920,NA1E24000D,SCUOLA PRIMARIA,4,1,5,4
201920,LT1E00400C,SCUOLA PRIMARIA,4,1,14,12
201920,PVTL025009,SCUOLA SECONDARIA II GRADO,2,1,7,0
201920,RM1E030004,SCUOLA PRIMARIA,3,1,11,12
201920,PATD27500A,SCUOLA SECONDARIA II GRADO,3,1,0,1
201920,LCPC00500V,SCUOLA SECONDARIA II GRADO,4,1,1,10
201920,SATD22500V,SCUOLA SECONDARIA II GRADO,5,2,25,8
201920,AVRH015007,SCUOLA SECONDARIA II GRADO,4,1,0,3
201920,MB1E037007,SCUOLA PRIMARIA,1,2,13,13
201920,RM1M10900R,SCUOLA SECONDARIA I GRADO,1,2,13,21
201920,MI1E08500Q,SCUOLA PRIMARIA,4,1,14,10
201920,PA1E02600A,SCUOLA PRIMARIA,1,1,7,10
201920,MITB025006,SCUOLA SECONDARIA II GRADO,3,2,35,3
201920,MBPC27500T,SCUOLA SECONDARIA II GRADO,1,1,3,13
201920,RA1E00200G,SCUOLA PRIMARIA,4,2,25,21
201920,PDTF015003,SCUOLA SECONDARIA II GRADO,4,1,6,0
201920,SA1E012002,SCUOLA PRIMARIA,2,1,2,5
201920,BGTB015001,SCUOLA SECONDARIA II GRADO,5,3,60,4
201920,BN1E002002,SCUOLA PRIMARIA,1,1,5,7
201920,BLPC01500G,SCUOLA SECONDARIA II GRADO,2,1,6,6
201920,COTD105001,SCUOLA SECONDARIA II GRADO,2,1,4,1
201920,VR1E016009,SCUOLA PRIMARIA,5,1,0,10
201920,TV1E00400B,SCUOLA PRIMARIA,1,2,22,27
201920,RMPSVP500H,SCUOLA SECONDARIA II GRADO,4,1,6,3
201920,MO1M001002,SCUOLA SECONDARIA I GRADO,3,1,7,4
201920,MEPLZL500L,SCUOLA SECONDARIA II GRADO,2,1,5,1
201920,AGSL015004,SCUOLA SECONDARIA II GRADO,1,1,2,1
201920,FIPCI25001,SCUOLA SECONDARIA II GRADO,5,1,12,14
201920,CO1E00300B,SCUOLA PRIMARIA,2,2,20,20
201920,BS1E00100D,SCUOLA PRIMARIA,1,1,14,11
201920,MI1E11900N,SCUOLA PRIMARIA,1,1,10,12
201920,REPMPU500Q,SCUOLA SECONDARIA II GRADO,4,1,2,12
201920,TS1E007005,SCUOLA PRIMARIA,2,1,6,4
201920,NAPMS6500L,SCUOLA SECONDARIA II GRADO,4,1,2,3
201920,MI1M041007,SCUOLA SECONDARIA I GRADO,3,6,103,77
201920,RM1E01000V,SCUOLA PRIMARIA,4,2,20,12
201920,NATHA4500E,SCUOLA SECONDARIA II GRADO,3,2,12,1
201920,BSPSB05000,SCUOLA SECONDARIA II GRADO,2,1,2,0
201920,BO1E005006,SCUOLA PRIMARIA,5,1,12,14
201920,NA1ESQ5001,SCUOLA PRIMARIA,7,1,1,3
201920,FI1E02400N,SCUOLA PRIMARIA,5,1,10,8
201920,MI1E090007,SCUOLA PRIMARIA,1,1,8,5
201920,PA1E034009,SCUOLA PRIMARIA,3,1,5,11
201920,PD1E01100C,SCUOLA PRIMARIA,5,1,12,10
201920,FG1E023005,SCUOLA PRIMARIA,1,1,12,9
201920,NAPMSV500U,SCUOLA SECONDARIA II GRADO,2,1,4,10
201920,NA1E022006,SCUOLA PRIMARIA,5,2,28,26
201920,ENSD01500A,SCUOLA SECONDARIA II GRADO,4,2,12,19
201920,BGPSL2500D,SCUOLA SECONDARIA II GRADO,1,1,4,3
201920,LISL015002,SCUOLA SECONDARIA II GRADO,4,2,3,11
201920,SA1M01100B,SCUOLA SECONDARIA I GRADO,1,1,1,0
201920,VR1E01400N,SCUOLA PRIMARIA,1,1,11,14
201920,MS1E00400V,SCUOLA PRIMARIA,3,1,13,11
201920,AGTD4Q5003,SCUOLA SECONDARIA II GRADO,5,1,15,3
201920,PS1E00500V,SCUOLA PRIMARIA,4,1,12,9
201920,TVPSN55005,SCUOLA SECONDARIA II GRADO,5,2,16,4
201920,CTTFQT500Q,SCUOLA SECONDARIA II GRADO,3,1,1,0
201920,MI1M06100C,SCUOLA SECONDARIA I GRADO,1,3,29,42
201920,SARHDF500N,SCUOLA SECONDARIA II GRADO,2,1,4,2
201920,NOTD035008,SCUOLA SECONDARIA II GRADO,2,1,1,0
201920,BGPSRR5006,SCUOLA SECONDARIA II GRADO,4,1,21,7
201920,NA1E06700Q,SCUOLA PRIMARIA,1,2,22,10
201920,NATDR0500L,SCUOLA SECONDARIA II GRADO,5,2,36,25
201920,BSTF01500P,SCUOLA SECONDARIA II GRADO,4,1,21,0
201920,NA1E185006,SCUOLA PRIMARIA,3,1,11,7
201920,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,2,1,0,3
201920,VB1M02000P,SCUOLA SECONDARIA I GRADO,1,1,9,4
201920,UD1E00400Q,SCUOLA PRIMARIA,5,1,7,1
201920,TO1E05800B,SCUOLA PRIMARIA,4,1,6,12
201920,COTL045001,SCUOLA SECONDARIA II GRADO,2,1,2,0
201920,SVPM02500N,SCUOLA SECONDARIA II GRADO,3,1,10,9
201920,VA1E01200X,SCUOLA PRIMARIA,4,2,24,24
201920,PEPS0T500O,SCUOLA SECONDARIA II GRADO,2,1,7,3
201920,RM1E17300V,SCUOLA PRIMARIA,5,1,11,5
201920,SAPS06500Q,SCUOLA SECONDARIA II GRADO,2,1,1,4
201920,FI1E02500D,SCUOLA PRIMARIA,2,1,13,13
201920,CLPC025003,SCUOLA SECONDARIA II GRADO,3,1,2,5
201920,SATF09500P,SCUOLA SECONDARIA II GRADO,3,1,1,0
201920,RMPS72500B,SCUOLA SECONDARIA II GRADO,3,1,7,2
201920,RM1E7V500S,SCUOLA PRIMARIA,2,1,7,5
201920,TOTF055007,SCUOLA SECONDARIA II GRADO,3,2,6,1
201920,RNPL01500X,SCUOLA SECONDARIA II GRADO,5,1,6,18
201920,PD1E018007,SCUOLA PRIMARIA,2,2,27,28
201920,AP1E006003,SCUOLA PRIMARIA,4,1,8,15
201920,FR1E00900X,SCUOLA PRIMARIA,5,1,4,7
201920,FI1E014003,SCUOLA PRIMARIA,3,1,13,11
201920,TO1E053008,SCUOLA PRIMARIA,3,1,13,12
201920,FI1E005008,SCUOLA PRIMARIA,3,1,11,7
201920,NA1E127006,SCUOLA PRIMARIA,3,3,30,13
201920,RA1M005008,SCUOLA SECONDARIA I GRADO,3,1,11,13
201920,NARH96500S,SCUOLA SECONDARIA II GRADO,4,1,5,0
201920,RM1E09100G,SCUOLA PRIMARIA,3,1,10,8
201920,VE1E00900E,SCUOLA PRIMARIA,1,1,7,9
201920,SAPMNI5000,SCUOLA SECONDARIA II GRADO,3,1,2,6
201920,NATNCE5004,SCUOLA SECONDARIA II GRADO,4,1,2,0
201920,TORI05500A,SCUOLA SECONDARIA II GRADO,5,1,3,1
201920,VAPS1O500A,SCUOLA SECONDARIA II GRADO,2,1,7,4
201920,CA1M01100L,SCUOLA SECONDARIA I GRADO,1,1,14,9
201920,CT1M01600C,SCUOLA SECONDARIA I GRADO,3,1,10,12
201920,TO1E040006,SCUOLA PRIMARIA,3,2,22,23
201920,RMPL035007,SCUOLA SECONDARIA II GRADO,5,1,8,9
201920,BGSLN6500G,SCUOLA SECONDARIA II GRADO,3,1,14,15
201920,TO1M020006,SCUOLA SECONDARIA I GRADO,1,3,36,20
201920,PAPL595005,SCUOLA SECONDARIA II GRADO,3,1,0,2
201920,CTTD215006,SCUOLA SECONDARIA II GRADO,4,1,3,1
201920,FI1M001006,SCUOLA SECONDARIA I GRADO,1,2,15,14
201920,PEPM01500L,SCUOLA SECONDARIA II GRADO,3,2,10,6
201920,RMSLDU500I,SCUOLA SECONDARIA II GRADO,1,1,0,2
201920,BOTF2S5000,SCUOLA SECONDARIA II GRADO,3,1,26,1
201920,TOPS005004,SCUOLA SECONDARIA II GRADO,3,1,13,5
201920,RM1M00900X,SCUOLA SECONDARIA I GRADO,2,2,19,19
201920,PV1M004002,SCUOLA SECONDARIA I GRADO,1,1,10,3
201920,TV1E00300G,SCUOLA PRIMARIA,4,1,13,7
201920,GE1M02500G,SCUOLA SECONDARIA I GRADO,2,1,12,5
201920,BA1E026008,SCUOLA PRIMARIA,5,1,15,10
201920,VAPMCL500Q,SCUOLA SECONDARIA II GRADO,3,1,7,11
201920,NA1E19700C,SCUOLA PRIMARIA,5,1,7,7
201920,VATD18500G,SCUOLA SECONDARIA II GRADO,3,1,4,3
201920,PA1E04500Q,SCUOLA PRIMARIA,4,1,16,12
201920,SP1E00500Q,SCUOLA PRIMARIA,3,2,16,11
201920,PAPSVD500Q,SCUOLA SECONDARIA II GRADO,4,1,4,0
201920,MO1E01000G,SCUOLA PRIMARIA,5,2,22,15
201920,NO1M015007,SCUOLA SECONDARIA I GRADO,3,2,23,28
201920,VI1E008002,SCUOLA PRIMARIA,2,1,2,1
201920,RMPS305007,SCUOLA SECONDARIA II GRADO,3,1,8,3
201920,MIPS42500R,SCUOLA SECONDARIA II GRADO,2,2,49,8
201920,TOPL66500H,SCUOLA SECONDARIA II GRADO,3,1,7,18
201920,CE1E03300P,SCUOLA PRIMARIA,3,1,8,3
201920,NA1E26100E,SCUOLA PRIMARIA,4,1,5,6
201920,RMPS355008,SCUOLA SECONDARIA II GRADO,5,1,17,4
201920,PD1E005005,SCUOLA PRIMARIA,1,1,1,8
201920,NA1MRS5001,SCUOLA SECONDARIA I GRADO,1,1,2,0
201920,MI1M00200L,SCUOLA SECONDARIA I GRADO,3,1,14,11
201920,RMPSHR5005,SCUOLA SECONDARIA II GRADO,1,1,2,2
201920,PD1M01100N,SCUOLA SECONDARIA I GRADO,2,2,20,31
201920,PDPS04500R,SCUOLA SECONDARIA II GRADO,5,1,16,5
201920,SA1E02600X,SCUOLA PRIMARIA,5,1,5,3
201920,PVRFL2500T,SCUOLA SECONDARIA II GRADO,4,1,1,5
201920,IM1E00500L,SCUOLA PRIMARIA,3,1,14,12
201920,RE1E00300T,SCUOLA PRIMARIA,3,2,22,16
201920,GE1E019003,SCUOLA PRIMARIA,1,1,5,7
201920,RMTB00500D,SCUOLA SECONDARIA II GRADO,4,1,10,2
201920,MI1E125001,SCUOLA PRIMARIA,4,2,30,10
201920,RGPM00500A,SCUOLA SECONDARIA II GRADO,5,1,0,9
201920,COPCCE5008,SCUOLA SECONDARIA II GRADO,2,2,5,20
201920,BSPMVC500O,SCUOLA SECONDARIA II GRADO,2,1,2,8
201920,NA1E14600G,SCUOLA PRIMARIA,1,1,12,14
201920,RM1E121006,SCUOLA PRIMARIA,4,2,25,23
201920,RGPMSZ500N,SCUOLA SECONDARIA II GRADO,1,1,0,1
201920,CA1M4N500E,SCUOLA SECONDARIA I GRADO,2,1,6,4
201920,NA1E148007,SCUOLA PRIMARIA,1,1,4,6
201920,NA1E21600L,SCUOLA PRIMARIA,3,1,7,5
201920,NA1E03800Q,SCUOLA PRIMARIA,3,2,9,12
201920,RM1E127005,SCUOLA PRIMARIA,2,2,25,30
201920,CR1M00500B,SCUOLA SECONDARIA I GRADO,3,2,25,35
201920,RMPSVP500H,SCUOLA SECONDARIA II GRADO,3,2,14,5
201920,RMTD72500Q,SCUOLA SECONDARIA II GRADO,5,2,37,14
201920,CE1E001007,SCUOLA PRIMARIA,2,1,2,1
201920,TE1EDS5004,SCUOLA PRIMARIA,5,1,5,6
201920,NA1M03300T,SCUOLA SECONDARIA I GRADO,3,2,32,18
201920,PO1E00700X,SCUOLA PRIMARIA,1,2,13,18
201920,NATD21500T,SCUOLA SECONDARIA II GRADO,4,1,5,5
201920,MIPL15500R,SCUOLA SECONDARIA II GRADO,2,1,19,20
201920,CTTF01500P,SCUOLA SECONDARIA II GRADO,1,1,4,0
201920,RGRHH6500Z,SCUOLA SECONDARIA II GRADO,1,1,12,2
201920,BG1E001001,SCUOLA PRIMARIA,5,3,36,26
201920,GE1M03100V,SCUOLA SECONDARIA I GRADO,3,1,6,9
201920,NA1E023002,SCUOLA PRIMARIA,1,1,8,6
201920,NAPS3S500N,SCUOLA SECONDARIA II GRADO,1,1,1,5
201920,MI1M05300D,SCUOLA SECONDARIA I GRADO,1,1,9,8
201920,RA1E004007,SCUOLA PRIMARIA,2,3,37,39
201920,GE1E00700R,SCUOLA PRIMARIA,4,1,17,10
201920,VA1M01600C,SCUOLA SECONDARIA I GRADO,2,2,29,25
201920,MBRC6C500E,SCUOLA SECONDARIA II GRADO,5,1,3,18
201920,VA1E00600L,SCUOLA PRIMARIA,4,1,5,8
201920,CE1E002003,SCUOLA PRIMARIA,3,1,10,16
201920,TO1E00700E,SCUOLA PRIMARIA,3,2,26,20
201920,RM1M2E5007,SCUOLA SECONDARIA I GRADO,3,1,5,6
201920,CE1E04200D,SCUOLA PRIMARIA,4,1,4,6
201920,NA1E270009,SCUOLA PRIMARIA,2,1,9,10
201920,NA1E178003,SCUOLA PRIMARIA,5,2,20,9
201920,NAPS4U500S,SCUOLA SECONDARIA II GRADO,4,1,12,8
201920,NATD5N500Q,SCUOLA SECONDARIA II GRADO,4,1,2,1
201920,SA1E00100G,SCUOLA PRIMARIA,2,1,10,2
201920,LUPS025006,SCUOLA SECONDARIA II GRADO,3,1,2,0
201920,NA1E04100G,SCUOLA PRIMARIA,2,2,29,18
201920,AR1E006008,SCUOLA PRIMARIA,4,1,11,9
201920,MN1E001004,SCUOLA PRIMARIA,3,1,9,4
201920,APPSZ65005,SCUOLA SECONDARIA II GRADO,4,1,14,4
201920,CH1E00400B,SCUOLA PRIMARIA,4,1,8,4
201920,VRPM01500Q,SCUOLA SECONDARIA II GRADO,1,2,12,13
201920,UD1M009004,SCUOLA SECONDARIA I GRADO,3,1,2,5
201920,VA1M01000D,SCUOLA SECONDARIA I GRADO,1,3,33,42
201920,NA1E09000R,SCUOLA PRIMARIA,1,2,13,12
201920,LC1M040009,SCUOLA SECONDARIA I GRADO,2,3,36,29
201920,FI1E06100L,SCUOLA PRIMARIA,3,1,7,11
201920,PTPM02500D,SCUOLA SECONDARIA II GRADO,1,1,12,7
201920,SATD27500X,SCUOLA SECONDARIA II GRADO,3,1,0,2
201920,TOPL20500L,SCUOLA SECONDARIA II GRADO,5,1,7,24
201920,SATD01500E,SCUOLA SECONDARIA II GRADO,2,1,3,3
201920,RM1E015002,SCUOLA PRIMARIA,5,2,22,22
201920,RMPS455005,SCUOLA SECONDARIA II GRADO,5,2,24,8
201920,NA1E19700C,SCUOLA PRIMARIA,3,1,10,7
201920,CETD115003,SCUOLA SECONDARIA II GRADO,3,1,3,0
201920,MCRF3O5008,SCUOLA SECONDARIA II GRADO,5,1,12,13
201920,MI1E046005,SCUOLA PRIMARIA,3,3,37,43
201920,SV1E00400A,SCUOLA PRIMARIA,2,1,9,6
201920,LE1E009009,SCUOLA PRIMARIA,4,1,6,11
201920,METN29500B,SCUOLA SECONDARIA II GRADO,5,1,2,5
201920,NO1M01100X,SCUOLA SECONDARIA I GRADO,2,5,79,61
201920,RMPS5G5003,SCUOLA SECONDARIA II GRADO,5,1,13,4
201920,TO1E04900L,SCUOLA PRIMARIA,2,1,12,11
201920,RN1M010002,SCUOLA SECONDARIA I GRADO,3,1,13,11
201920,NA1E06100R,SCUOLA PRIMARIA,3,1,9,11
201920,CERHFI5007,SCUOLA SECONDARIA II GRADO,5,2,32,22
201920,CEPS16500H,SCUOLA SECONDARIA II GRADO,5,1,8,4
201920,SA1E009006,SCUOLA PRIMARIA,3,1,8,4
201920,RMPM3Q500P,SCUOLA SECONDARIA II GRADO,1,1,2,3
201920,MI1E070002,SCUOLA PRIMARIA,3,1,10,6
201920,FI1E01700E,SCUOLA PRIMARIA,4,2,20,20
201920,BS1M00200E,SCUOLA SECONDARIA I GRADO,3,1,13,5
201920,MI1E05100L,SCUOLA PRIMARIA,4,2,19,19
201920,SARH13500E,SCUOLA SECONDARIA II GRADO,2,1,2,1
201920,BG1M006009,SCUOLA SECONDARIA I GRADO,3,2,20,27
201920,RM1E08800Q,SCUOLA PRIMARIA,1,1,15,7
201920,MITD25500P,SCUOLA SECONDARIA II GRADO,1,1,5,0
201920,PA1E02900T,SCUOLA PRIMARIA,3,1,7,6
201920,GEPSC85001,SCUOLA SECONDARIA II GRADO,2,1,8,2
201920,CSPM03500Q,SCUOLA SECONDARIA II GRADO,2,1,0,18
201920,VVPS2U500I,SCUOLA SECONDARIA II GRADO,5,1,5,1
201920,FG1E015006,SCUOLA PRIMARIA,5,1,10,8
201920,MIPL125001,SCUOLA SECONDARIA II GRADO,2,8,51,159
201920,BGSLN6500G,SCUOLA SECONDARIA II GRADO,1,1,9,9
201920,TO1M05200N,SCUOLA SECONDARIA I GRADO,2,4,66,53
201920,BS1E01200X,SCUOLA PRIMARIA,5,2,21,19
201920,CE1E022008,SCUOLA PRIMARIA,3,1,19,17
201920,VR1E01300T,SCUOLA PRIMARIA,5,1,12,12
201920,CTPL075003,SCUOLA SECONDARIA II GRADO,3,1,2,1
201920,VR1M00700Q,SCUOLA SECONDARIA I GRADO,3,2,32,20
201920,MIPQ01500X,SCUOLA SECONDARIA II GRADO,4,1,5,23
201920,CO1E00700P,SCUOLA PRIMARIA,3,1,9,17
201920,RMPS07500V,SCUOLA SECONDARIA II GRADO,1,1,1,0
201920,MITD11500B,SCUOLA SECONDARIA II GRADO,2,1,1,0
201920,AGPSCE5001,SCUOLA SECONDARIA II GRADO,1,1,1,2
201920,PG1M00500G,SCUOLA SECONDARIA I GRADO,3,1,4,2
201920,NA1E25300G,SCUOLA PRIMARIA,3,1,13,6
201920,VTTD015005,SCUOLA SECONDARIA II GRADO,2,1,5,0
201920,RN1E00900L,SCUOLA PRIMARIA,2,1,8,12
201920,PD1E01700B,SCUOLA PRIMARIA,3,1,9,18
201920,LTTD595008,SCUOLA SECONDARIA II GRADO,5,2,43,9
201920,RMRH00500A,SCUOLA SECONDARIA II GRADO,2,1,5,2
201920,MI1E046005,SCUOLA PRIMARIA,5,3,40,32
201920,AL1E00100P,SCUOLA PRIMARIA,4,2,30,29
201920,BSPS13500P,SCUOLA SECONDARIA II GRADO,3,1,3,4
201920,AVTD045005,SCUOLA SECONDARIA II GRADO,4,1,3,7
201920,NA1E70500N,SCUOLA PRIMARIA,2,1,10,10
201920,PN1E002004,SCUOLA PRIMARIA,4,2,19,21
201920,VV1E00100R,SCUOLA PRIMARIA,1,1,11,3
201920,CZPM00500Q,SCUOLA SECONDARIA II GRADO,3,1,2,6
201920,RM1E10700X,SCUOLA PRIMARIA,4,1,13,8
201920,LT1E00800Q,SCUOLA PRIMARIA,1,1,3,7
201920,VIPS01500A,SCUOLA SECONDARIA II GRADO,4,3,14,9
201920,RNTD02500G,SCUOLA SECONDARIA II GRADO,3,1,4,1
201920,NATF215004,SCUOLA SECONDARIA II GRADO,3,1,5,0
201920,MOTD01500Q,SCUOLA SECONDARIA II GRADO,5,1,14,7
201920,VE1E00100X,SCUOLA PRIMARIA,3,1,11,8
201920,AGTD96500X,SCUOLA SECONDARIA II GRADO,5,2,29,14
201920,TO1E018001,SCUOLA PRIMARIA,4,2,26,30
201920,RMPC235003,SCUOLA SECONDARIA II GRADO,2,1,3,2
201920,CS1MUP500H,SCUOLA SECONDARIA I GRADO,1,2,10,12
201920,SAPM53500M,SCUOLA SECONDARIA II GRADO,2,1,2,2
201920,MI1E11900N,SCUOLA PRIMARIA,5,1,13,11
201920,SATD13500L,SCUOLA SECONDARIA II GRADO,4,1,2,2
201920,CL1E00400X,SCUOLA PRIMARIA,5,1,8,11
201920,MB1EVP500T,SCUOLA PRIMARIA,4,1,5,5
201920,PA1E00900L,SCUOLA PRIMARIA,5,1,14,7
201920,CA1E01500P,SCUOLA PRIMARIA,3,1,10,9
201920,NA1E17300X,SCUOLA PRIMARIA,2,1,6,4
201920,LO1E00500E,SCUOLA PRIMARIA,4,1,15,10
201920,RM1E14400V,SCUOLA PRIMARIA,3,1,5,5
201920,LT1E00900G,SCUOLA PRIMARIA,1,2,18,18
201920,PR1E01000V,SCUOLA PRIMARIA,5,2,25,26
201920,NATHA4500E,SCUOLA SECONDARIA II GRADO,2,1,9,1
201920,BG1E01800A,SCUOLA PRIMARIA,5,1,11,7
201920,TO1M00100R,SCUOLA SECONDARIA I GRADO,1,2,42,18
201920,RMPLO35009,SCUOLA SECONDARIA II GRADO,4,1,4,3
201920,RM1E04000P,SCUOLA PRIMARIA,3,1,8,4
201920,TO1E01400N,SCUOLA PRIMARIA,2,1,12,18
201920,BOPSHR500B,SCUOLA SECONDARIA II GRADO,2,1,13,2
201920,VRRI01500X,SCUOLA SECONDARIA II GRADO,3,2,5,5
201920,NAPS355009,SCUOLA SECONDARIA II GRADO,1,1,8,3
201920,NA1E07500P,SCUOLA PRIMARIA,5,1,6,11
201920,RM1E01100P,SCUOLA PRIMARIA,5,1,13,13
201920,RM1E14100B,SCUOLA PRIMARIA,1,1,7,17
201920,PR1M003001,SCUOLA SECONDARIA I GRADO,2,2,30,20
201920,NATFDD500F,SCUOLA SECONDARIA II GRADO,4,1,2,3
201920,APPC0Q500G,SCUOLA SECONDARIA II GRADO,4,1,2,2
201920,VA1M01500L,SCUOLA SECONDARIA I GRADO,1,3,30,20
201920,MESL0P500H,SCUOLA SECONDARIA II GRADO,2,1,0,1
201920,PAPS82500P,SCUOLA SECONDARIA II GRADO,1,2,13,11
201920,BG1E006004,SCUOLA PRIMARIA,5,2,21,34
201920,BG1M3M5006,SCUOLA SECONDARIA I GRADO,3,1,2,7
201920,NAPSGZ500U,SCUOLA SECONDARIA II GRADO,2,1,0,5
201920,SAPS09500G,SCUOLA SECONDARIA II GRADO,3,1,9,4
201920,NA1E09700G,SCUOLA PRIMARIA,4,2,19,17
201920,VI1E002003,SCUOLA PRIMARIA,1,1,6,6
201920,MIPS43500B,SCUOLA SECONDARIA II GRADO,1,1,15,13
201920,TO1E024008,SCUOLA PRIMARIA,2,3,35,36
201920,NO1E00500B,SCUOLA PRIMARIA,3,1,10,14
201920,NATN7V500I,SCUOLA SECONDARIA II GRADO,1,1,6,1
201920,CSTDIV5005,SCUOLA SECONDARIA II GRADO,2,1,0,1
201920,MB1E06900P,SCUOLA PRIMARIA,4,1,10,12
201920,GE1E03600R,SCUOLA PRIMARIA,4,1,9,8
201920,BGPMVO500T,SCUOLA SECONDARIA II GRADO,5,2,16,21
201920,CO1M00200R,SCUOLA SECONDARIA I GRADO,1,3,42,27
201920,RM1E143003,SCUOLA PRIMARIA,5,1,12,14
