ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202122,CO1E00200G,SCUOLA PRIMARIA,5,1,11,15
202122,RM1M108001,SCUOLA SECONDARIA I GRADO,3,2,21,17
202122,RMPM7V500G,SCUOLA SECONDARIA II GRADO,3,1,9,9
202122,PA1E007001,SCUOLA PRIMARIA,5,1,6,5
202122,TOTF055007,SCUOLA SECONDARIA II GRADO,1,1,4,0
202122,NARF0C5004,SCUOLA SECONDARIA II GRADO,3,1,2,6
202122,NARHP4500A,SCUOLA SECONDARIA II GRADO,3,1,1,1
202122,RM1E09600P,SCUOLA PRIMARIA,3,2,22,17
202122,ATPL01500N,SCUOLA SECONDARIA II GRADO,3,2,5,4
202122,FR1EZQ500N,SCUOLA PRIMARIA,2,1,4,6
202122,NA1E031001,SCUOLA PRIMARIA,4,2,13,13
202122,LC1E008008,SCUOLA PRIMARIA,3,1,13,9
202122,BS1E02600T,SCUOLA PRIMARIA,1,1,3,10
202122,NATFAA500F,SCUOLA SECONDARIA II GRADO,5,2,13,42
202122,GE1M014005,SCUOLA SECONDARIA I GRADO,1,2,22,15
202122,NAPC7C5006,SCUOLA SECONDARIA II GRADO,5,1,3,7
202122,NAPMEF500M,SCUOLA SECONDARIA II GRADO,5,2,17,23
202122,VT1E00500D,SCUOLA PRIMARIA,5,2,21,13
202122,SSTD00500D,SCUOLA SECONDARIA II GRADO,2,1,2,1
202122,RM1E20800L,SCUOLA PRIMARIA,2,1,5,8
202122,SATFVU500C,SCUOLA SECONDARIA II GRADO,5,2,38,18
202122,BG1M00300T,SCUOLA SECONDARIA I GRADO,1,1,7,10
202122,MO1E005004,SCUOLA PRIMARIA,4,2,19,18
202122,BO1E014001,SCUOLA PRIMARIA,3,2,19,24
202122,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,4,35,36
202122,SA1E011006,SCUOLA PRIMARIA,5,1,7,11
202122,PZ1E002007,SCUOLA PRIMARIA,4,1,10,16
202122,TVPS02500N,SCUOLA SECONDARIA II GRADO,4,2,19,4
202122,NAPLZL5002,SCUOLA SECONDARIA II GRADO,1,1,1,2
202122,MI1M056001,SCUOLA SECONDARIA I GRADO,1,2,17,16
202122,NA1E25100X,SCUOLA PRIMARIA,2,1,5,5
202122,PG1E00500A,SCUOLA PRIMARIA,5,1,1,6
202122,VR1E00800A,SCUOLA PRIMARIA,1,1,13,15
202122,PE1E002008,SCUOLA PRIMARIA,4,1,6,8
202122,RE1E002002,SCUOLA PRIMARIA,5,3,34,35
202122,MBPS365007,SCUOLA SECONDARIA II GRADO,5,1,10,5
202122,NOPC05500E,SCUOLA SECONDARIA II GRADO,2,3,31,33
202122,ENRHA05008,SCUOLA SECONDARIA II GRADO,4,1,9,3
202122,FG1E022009,SCUOLA PRIMARIA,1,2,18,15
202122,PNPS03500L,SCUOLA SECONDARIA II GRADO,2,1,4,6
202122,RM1M06200R,SCUOLA SECONDARIA I GRADO,2,1,6,3
202122,SAPMSZ500D,SCUOLA SECONDARIA II GRADO,1,1,6,4
202122,LTRFGQ5000,SCUOLA SECONDARIA II GRADO,4,1,0,4
202122,RM1M07100G,SCUOLA SECONDARIA I GRADO,1,4,44,48
202122,MIPMGC500D,SCUOLA SECONDARIA II GRADO,1,1,7,17
202122,MIPS175007,SCUOLA SECONDARIA II GRADO,2,4,38,28
202122,MI1E011006,SCUOLA PRIMARIA,2,1,12,4
202122,MI1E025004,SCUOLA PRIMARIA,4,2,31,17
202122,VIPL015005,SCUOLA SECONDARIA II GRADO,3,1,5,6
202122,RMPL035007,SCUOLA SECONDARIA II GRADO,4,1,4,4
202122,RM1E13300C,SCUOLA PRIMARIA,4,1,6,8
202122,VI1E001007,SCUOLA PRIMARIA,1,2,18,15
202122,CHRFQQ5004,SCUOLA SECONDARIA II GRADO,5,2,21,25
202122,RM1MZQ500O,SCUOLA SECONDARIA I GRADO,3,1,10,8
202122,PA1E00400D,SCUOLA PRIMARIA,3,1,10,15
202122,CL1E00400X,SCUOLA PRIMARIA,5,1,9,13
202122,BSPSO5500G,SCUOLA SECONDARIA II GRADO,3,1,15,8
202122,BSPS08500V,SCUOLA SECONDARIA II GRADO,4,1,11,8
202122,APRF3R500G,SCUOLA SECONDARIA II GRADO,3,1,1,1
202122,RM1M07200B,SCUOLA SECONDARIA I GRADO,1,1,2,4
202122,LU1E00400X,SCUOLA PRIMARIA,5,1,3,6
202122,RM1E01600T,SCUOLA PRIMARIA,5,1,7,5
202122,VE1E00200Q,SCUOLA PRIMARIA,3,1,14,9
202122,TVPL005007,SCUOLA SECONDARIA II GRADO,3,1,4,6
202122,NATD48500T,SCUOLA SECONDARIA II GRADO,4,1,1,6
202122,PT1E00600T,SCUOLA PRIMARIA,1,1,12,14
202122,AV1E010005,SCUOLA PRIMARIA,4,2,19,7
202122,BAPS035008,SCUOLA SECONDARIA II GRADO,5,1,4,1
202122,BA1E005007,SCUOLA PRIMARIA,5,1,9,9
202122,NA1E027009,SCUOLA PRIMARIA,4,1,10,10
202122,NAPSF2500E,SCUOLA SECONDARIA II GRADO,5,1,13,13
202122,FIPC04500R,SCUOLA SECONDARIA II GRADO,3,1,2,1
202122,SR1E005001,SCUOLA PRIMARIA,1,1,14,12
202122,MI1E09300P,SCUOLA PRIMARIA,2,1,2,3
202122,CO1M01500V,SCUOLA SECONDARIA I GRADO,1,2,24,23
202122,SI1E001009,SCUOLA PRIMARIA,1,1,13,2
202122,VRPLHM500A,SCUOLA SECONDARIA II GRADO,1,1,6,19
202122,TOTF01500R,SCUOLA SECONDARIA II GRADO,2,3,60,3
202122,MCTFBF5005,SCUOLA SECONDARIA II GRADO,2,1,5,0
202122,BSPC01500D,SCUOLA SECONDARIA II GRADO,1,1,8,15
202122,MIPLGB500O,SCUOLA SECONDARIA II GRADO,5,1,3,10
202122,NA1E6E500B,SCUOLA PRIMARIA,2,1,9,6
202122,NA1E28100Q,SCUOLA PRIMARIA,4,3,23,16
202122,RNTL025002,SCUOLA SECONDARIA II GRADO,5,1,4,1
202122,RM1E18300D,SCUOLA PRIMARIA,2,1,7,7
202122,PVPS03500N,SCUOLA SECONDARIA II GRADO,5,1,9,3
202122,BS1E01900P,SCUOLA PRIMARIA,2,1,14,14
202122,GE1E01000L,SCUOLA PRIMARIA,3,1,14,16
202122,PTPS3N5004,SCUOLA SECONDARIA II GRADO,4,2,14,15
202122,NATDR0500L,SCUOLA SECONDARIA II GRADO,3,1,6,0
202122,MI1M04600A,SCUOLA SECONDARIA I GRADO,2,2,0,42
202122,TOPC075007,SCUOLA SECONDARIA II GRADO,5,2,16,21
202122,VR1E004003,SCUOLA PRIMARIA,1,1,8,8
202122,RM1E11800A,SCUOLA PRIMARIA,1,2,20,11
202122,PG1EPF500P,SCUOLA PRIMARIA,4,1,8,13
202122,MN1M002005,SCUOLA SECONDARIA I GRADO,1,1,13,12
202122,RC1E01100G,SCUOLA PRIMARIA,2,1,5,4
202122,LE1E009009,SCUOLA PRIMARIA,1,1,4,8
202122,MB1M01900V,SCUOLA SECONDARIA I GRADO,3,3,36,42
202122,RCTD035005,SCUOLA SECONDARIA II GRADO,2,1,1,2
202122,BO1M007003,SCUOLA SECONDARIA I GRADO,3,3,50,25
202122,NO1M001009,SCUOLA SECONDARIA I GRADO,2,4,45,37
202122,FE1MFE500C,SCUOLA SECONDARIA I GRADO,2,2,11,12
202122,RN1E00200T,SCUOLA PRIMARIA,1,1,14,8
202122,BG1E01000Q,SCUOLA PRIMARIA,5,1,9,10
202122,RM1M031005,SCUOLA SECONDARIA I GRADO,1,1,21,0
202122,CE1E05000C,SCUOLA PRIMARIA,5,1,9,12
202122,LTPSO3500F,SCUOLA SECONDARIA II GRADO,3,1,1,3
202122,GE1E012008,SCUOLA PRIMARIA,1,1,6,8
202122,MIPS295009,SCUOLA SECONDARIA II GRADO,4,2,22,20
202122,NA1E247008,SCUOLA PRIMARIA,2,1,6,5
202122,TOPC11500C,SCUOLA SECONDARIA II GRADO,4,1,1,1
202122,MI1E06000B,SCUOLA PRIMARIA,1,2,14,22
202122,SATD9L5009,SCUOLA SECONDARIA II GRADO,4,1,1,2
202122,RM1E10900G,SCUOLA PRIMARIA,1,1,17,7
202122,RM1E12900R,SCUOLA PRIMARIA,5,1,12,12
202122,VEPSAM500G,SCUOLA SECONDARIA II GRADO,4,1,4,5
202122,CLPC025003,SCUOLA SECONDARIA II GRADO,3,1,3,4
202122,MB1EP85003,SCUOLA PRIMARIA,2,1,15,10
202122,NOTD035008,SCUOLA SECONDARIA II GRADO,3,1,3,0
202122,PCPS01500A,SCUOLA SECONDARIA II GRADO,4,1,3,2
202122,BSPS01500L,SCUOLA SECONDARIA II GRADO,2,1,14,4
202122,COPSTL500E,SCUOLA SECONDARIA II GRADO,1,1,4,0
202122,NA1E18700T,SCUOLA PRIMARIA,2,1,10,13
202122,ANPS025003,SCUOLA SECONDARIA II GRADO,4,1,1,1
202122,CTTD045008,SCUOLA SECONDARIA II GRADO,3,1,5,2
202122,AR1E002001,SCUOLA PRIMARIA,1,1,9,9
202122,RM1E056008,SCUOLA PRIMARIA,5,1,10,13
202122,SAPMNI5000,SCUOLA SECONDARIA II GRADO,4,1,2,3
202122,LU1E00700B,SCUOLA PRIMARIA,3,1,12,8
202122,RM1E01300A,SCUOLA PRIMARIA,1,1,8,4
202122,MCTFL85000,SCUOLA SECONDARIA II GRADO,1,1,4,2
202122,TV1EDQ500C,SCUOLA PRIMARIA,3,1,6,14
202122,PRTD02500N,SCUOLA SECONDARIA II GRADO,4,1,3,6
202122,LC1M070005,SCUOLA SECONDARIA I GRADO,2,2,30,23
202122,MI1E074009,SCUOLA PRIMARIA,5,1,15,7
202122,TO1E009006,SCUOLA PRIMARIA,3,2,27,20
202122,RMPSVP500H,SCUOLA SECONDARIA II GRADO,3,2,10,5
202122,MI1M071003,SCUOLA SECONDARIA I GRADO,1,1,10,6
202122,AVTFRU5000,SCUOLA SECONDARIA II GRADO,5,1,17,8
202122,BAPLS4500L,SCUOLA SECONDARIA II GRADO,1,1,4,13
202122,RN1E006005,SCUOLA PRIMARIA,1,1,10,10
202122,CERHZ85003,SCUOLA SECONDARIA II GRADO,5,1,17,7
202122,CE1E05400Q,SCUOLA PRIMARIA,5,1,6,6
202122,BSPS075008,SCUOLA SECONDARIA II GRADO,5,2,24,19
202122,CETFQ95001,SCUOLA SECONDARIA II GRADO,5,2,48,20
202122,MI1E08700B,SCUOLA PRIMARIA,1,3,34,34
202122,VRPC025006,SCUOLA SECONDARIA II GRADO,4,1,3,5
202122,RM1E14700A,SCUOLA PRIMARIA,1,1,13,12
202122,PEPS995008,SCUOLA SECONDARIA II GRADO,4,1,4,0
202122,RM1E001004,SCUOLA PRIMARIA,5,1,13,13
202122,NA1E148007,SCUOLA PRIMARIA,2,1,7,5
202122,LCRF085005,SCUOLA SECONDARIA II GRADO,3,1,0,8
202122,BS1E008008,SCUOLA PRIMARIA,1,2,20,16
202122,NARI11500A,SCUOLA SECONDARIA II GRADO,3,1,2,0
202122,NATLSN5005,SCUOLA SECONDARIA II GRADO,3,1,2,0
202122,NA1E28100Q,SCUOLA PRIMARIA,2,3,24,24
202122,PVPM025004,SCUOLA SECONDARIA II GRADO,2,1,4,15
202122,BG1M015004,SCUOLA SECONDARIA I GRADO,2,4,34,57
202122,GE1M02500G,SCUOLA SECONDARIA I GRADO,2,2,17,15
202122,NATDI75001,SCUOLA SECONDARIA II GRADO,1,1,2,6
202122,NA1M040001,SCUOLA SECONDARIA I GRADO,3,1,7,10
202122,MI1E089003,SCUOLA PRIMARIA,4,1,4,8
202122,MIPSZS500P,SCUOLA SECONDARIA II GRADO,4,2,21,6
202122,SATFRP500A,SCUOLA SECONDARIA II GRADO,5,2,37,26
202122,TO1M04500E,SCUOLA SECONDARIA I GRADO,2,2,17,18
202122,VRPSEM5005,SCUOLA SECONDARIA II GRADO,4,1,4,0
202122,RMTD665009,SCUOLA SECONDARIA II GRADO,2,1,4,2
202122,RMTD51500B,SCUOLA SECONDARIA II GRADO,3,1,3,2
202122,RMPC285004,SCUOLA SECONDARIA II GRADO,5,1,8,14
202122,RMPL39500D,SCUOLA SECONDARIA II GRADO,4,1,4,12
202122,VAPLDB5003,SCUOLA SECONDARIA II GRADO,1,1,6,8
202122,RM1M12400V,SCUOLA SECONDARIA I GRADO,2,2,16,18
202122,RMPC00500D,SCUOLA SECONDARIA II GRADO,5,2,13,19
202122,MO1E00700Q,SCUOLA PRIMARIA,2,2,17,32
202122,MITF005006,SCUOLA SECONDARIA II GRADO,3,3,62,6
202122,BN1ES9500O,SCUOLA PRIMARIA,3,1,11,4
202122,TOPM085002,SCUOLA SECONDARIA II GRADO,3,1,4,5
202122,NA1E165001,SCUOLA PRIMARIA,2,1,4,4
202122,UD1E00300X,SCUOLA PRIMARIA,5,1,5,12
202122,RM1E049005,SCUOLA PRIMARIA,1,2,12,15
202122,RM1EBQ5007,SCUOLA PRIMARIA,4,1,5,12
202122,RM1M003001,SCUOLA SECONDARIA I GRADO,3,2,30,17
202122,NATF25500E,SCUOLA SECONDARIA II GRADO,5,1,13,1
202122,MIPSO8500I,SCUOLA SECONDARIA II GRADO,4,1,13,0
202122,PA1E01500X,SCUOLA PRIMARIA,3,1,9,7
202122,CTRHMM500U,SCUOLA SECONDARIA II GRADO,5,2,27,22
202122,MI1E054004,SCUOLA PRIMARIA,1,1,8,6
202122,RM1E11700E,SCUOLA PRIMARIA,4,1,2,7
202122,NA1E09800B,SCUOLA PRIMARIA,2,1,5,7
202122,NA1E12000B,SCUOLA PRIMARIA,1,1,7,5
202122,MBPS8T500R,SCUOLA SECONDARIA II GRADO,1,1,21,8
202122,RM1E09500V,SCUOLA PRIMARIA,1,1,14,11
202122,MIPS415006,SCUOLA SECONDARIA II GRADO,1,1,3,2
202122,FI1E02400N,SCUOLA PRIMARIA,1,1,3,8
202122,AP1E00200Q,SCUOLA PRIMARIA,1,1,8,11
202122,RM1E051005,SCUOLA PRIMARIA,2,1,7,11
202122,CE1E049008,SCUOLA PRIMARIA,4,1,8,3
202122,ME1E001008,SCUOLA PRIMARIA,4,1,15,9
202122,VAPS5H500H,SCUOLA SECONDARIA II GRADO,3,1,12,13
202122,RMPM08500E,SCUOLA SECONDARIA II GRADO,3,1,8,15
202122,VAPSVA500Z,SCUOLA SECONDARIA II GRADO,1,1,14,3
202122,MSPSI35008,SCUOLA SECONDARIA II GRADO,1,1,3,1
202122,MI1MT3500U,SCUOLA SECONDARIA I GRADO,1,2,25,30
202122,TO1E01300T,SCUOLA PRIMARIA,4,2,29,25
202122,RMPSRQ500V,SCUOLA SECONDARIA II GRADO,4,1,17,8
202122,NA1E13100T,SCUOLA PRIMARIA,2,1,9,7
202122,BSPMVC500O,SCUOLA SECONDARIA II GRADO,1,1,5,5
202122,VA1E00100D,SCUOLA PRIMARIA,1,3,24,31
202122,NATFI55003,SCUOLA SECONDARIA II GRADO,4,1,1,4
202122,NATFDD500F,SCUOLA SECONDARIA II GRADO,2,1,3,1
202122,CTTL005008,SCUOLA SECONDARIA II GRADO,5,1,21,9
202122,CTTD215006,SCUOLA SECONDARIA II GRADO,5,1,4,7
202122,NA1ESQ5001,SCUOLA PRIMARIA,4,1,0,1
202122,SRTDRP500U,SCUOLA SECONDARIA II GRADO,5,2,30,17
202122,SSTD00500D,SCUOLA SECONDARIA II GRADO,5,1,9,4
202122,VR1M00800G,SCUOLA SECONDARIA I GRADO,1,3,40,37
202122,RG1E00300C,SCUOLA PRIMARIA,4,1,11,14
202122,MEPCPD5001,SCUOLA SECONDARIA II GRADO,2,1,1,1
202122,REPM3F5001,SCUOLA SECONDARIA II GRADO,4,1,13,9
202122,MC1M8S500G,SCUOLA SECONDARIA I GRADO,1,1,10,12
202122,PEPMDE500O,SCUOLA SECONDARIA II GRADO,2,1,4,7
202122,PDPM00500B,SCUOLA SECONDARIA II GRADO,2,2,15,29
202122,NARH065003,SCUOLA SECONDARIA II GRADO,3,2,36,27
202122,LE1E00200E,SCUOLA PRIMARIA,2,2,23,26
202122,LCPS025007,SCUOLA SECONDARIA II GRADO,5,1,1,6
202122,SARHTF500G,SCUOLA SECONDARIA II GRADO,2,1,2,3
202122,NA1E04800A,SCUOLA PRIMARIA,1,2,13,19
202122,GE1E034005,SCUOLA PRIMARIA,3,1,7,8
202122,CE1E02100C,SCUOLA PRIMARIA,5,1,0,4
202122,GEPS04500R,SCUOLA SECONDARIA II GRADO,1,2,24,11
202122,NA1E08400D,SCUOLA PRIMARIA,5,2,26,18
202122,MI1E08600G,SCUOLA PRIMARIA,1,2,29,23
202122,VRPSI5500C,SCUOLA SECONDARIA II GRADO,4,1,23,7
202122,VRPS055005,SCUOLA SECONDARIA II GRADO,2,2,23,30
202122,VRPC01500G,SCUOLA SECONDARIA II GRADO,5,1,16,15
202122,VA1M005002,SCUOLA SECONDARIA I GRADO,1,1,4,12
202122,RMTD545007,SCUOLA SECONDARIA II GRADO,5,6,132,51
202122,RMPL39500D,SCUOLA SECONDARIA II GRADO,5,1,6,10
202122,RMPCAM500U,SCUOLA SECONDARIA II GRADO,1,1,3,2
202122,RMPC235003,SCUOLA SECONDARIA II GRADO,5,1,7,7
202122,PE1E002008,SCUOLA PRIMARIA,3,1,10,5
202122,NA1E15900N,SCUOLA PRIMARIA,3,1,6,5
202122,VAPL06500C,SCUOLA SECONDARIA II GRADO,4,1,3,5
202122,BSTD01500C,SCUOLA SECONDARIA II GRADO,1,1,16,7
202122,MITF035002,SCUOLA SECONDARIA II GRADO,3,1,28,0
202122,BN1M4D5009,SCUOLA SECONDARIA I GRADO,1,1,15,9
202122,NAPSF2500E,SCUOLA SECONDARIA II GRADO,3,1,8,6
202122,COPSTL500E,SCUOLA SECONDARIA II GRADO,2,1,2,2
202122,NA1E18800N,SCUOLA PRIMARIA,2,1,8,3
202122,BG1MV3500S,SCUOLA SECONDARIA I GRADO,1,1,10,5
202122,NA1E08400D,SCUOLA PRIMARIA,2,2,14,19
202122,GE1M01700L,SCUOLA SECONDARIA I GRADO,3,2,18,13
202122,TVTF015005,SCUOLA SECONDARIA II GRADO,4,1,21,0
202122,PV1MF4500I,SCUOLA SECONDARIA I GRADO,1,1,17,5
202122,CT1MHE500T,SCUOLA SECONDARIA I GRADO,3,1,6,3
202122,CTSD015003,SCUOLA SECONDARIA II GRADO,4,3,15,24
202122,RMPS505001,SCUOLA SECONDARIA II GRADO,4,1,15,6
202122,BGPSLZ5008,SCUOLA SECONDARIA II GRADO,1,1,1,4
202122,NA1E11700G,SCUOLA PRIMARIA,2,2,12,15
202122,MBPS345002,SCUOLA SECONDARIA II GRADO,1,1,18,12
202122,BLPC01500G,SCUOLA SECONDARIA II GRADO,2,1,2,1
202122,VI1E01200N,SCUOLA PRIMARIA,1,2,21,19
202122,RMPS53500R,SCUOLA SECONDARIA II GRADO,5,1,7,9
202122,CA1E012007,SCUOLA PRIMARIA,1,1,10,9
202122,RN1E007001,SCUOLA PRIMARIA,2,1,8,8
202122,PO1E01100G,SCUOLA PRIMARIA,1,1,13,13
202122,CRPS00500B,SCUOLA SECONDARIA II GRADO,5,1,15,8
202122,CE1E028007,SCUOLA PRIMARIA,2,2,9,17
202122,SP1E00400X,SCUOLA PRIMARIA,5,2,12,26
202122,VB1E00300Q,SCUOLA PRIMARIA,1,1,11,9
202122,VATB01500D,SCUOLA SECONDARIA II GRADO,1,1,16,3
202122,RMPLUU500N,SCUOLA SECONDARIA II GRADO,5,2,6,9
202122,RM1EZR5005,SCUOLA PRIMARIA,2,1,7,7
202122,PAPM9C5005,SCUOLA SECONDARIA II GRADO,4,1,20,4
202122,BS1M02300G,SCUOLA SECONDARIA I GRADO,3,3,65,25
202122,PI1E00100Q,SCUOLA PRIMARIA,5,1,15,13
202122,PAPS5E500M,SCUOLA SECONDARIA II GRADO,3,1,7,1
202122,PA1E02900T,SCUOLA PRIMARIA,2,1,3,13
202122,TOTD08500R,SCUOLA SECONDARIA II GRADO,2,1,4,1
202122,TV1E01000P,SCUOLA PRIMARIA,4,3,21,25
202122,NASLNI500R,SCUOLA SECONDARIA II GRADO,5,1,0,3
202122,NA1E119007,SCUOLA PRIMARIA,4,2,14,13
202122,AT1E00300B,SCUOLA PRIMARIA,5,1,12,13
202122,FRTD5O500I,SCUOLA SECONDARIA II GRADO,5,4,87,49
202122,UD1MD8500H,SCUOLA SECONDARIA I GRADO,1,1,10,7
202122,NAPC135007,SCUOLA SECONDARIA II GRADO,1,1,0,1
202122,MI1M01400V,SCUOLA SECONDARIA I GRADO,2,3,27,33
202122,SRRHFP500H,SCUOLA SECONDARIA II GRADO,2,1,1,1
202122,REPMPU500Q,SCUOLA SECONDARIA II GRADO,4,1,2,9
202122,MCPM00500L,SCUOLA SECONDARIA II GRADO,2,1,4,10
202122,MBTD35500C,SCUOLA SECONDARIA II GRADO,2,1,9,5
202122,BG1EL2500G,SCUOLA PRIMARIA,3,1,2,3
202122,NARFV15001,SCUOLA SECONDARIA II GRADO,1,1,0,9
202122,CE1E002003,SCUOLA PRIMARIA,1,1,13,13
202122,BO1M00400G,SCUOLA SECONDARIA I GRADO,3,1,4,9
202122,ARPM015009,SCUOLA SECONDARIA II GRADO,1,1,5,18
202122,CERH015004,SCUOLA SECONDARIA II GRADO,4,1,4,5
202122,NA1E04100G,SCUOLA PRIMARIA,3,2,26,28
202122,BS1E01200X,SCUOLA PRIMARIA,4,1,12,13
202122,GE1E02900N,SCUOLA PRIMARIA,1,1,10,7
202122,RARI015004,SCUOLA SECONDARIA II GRADO,4,1,2,3
202122,NA1E07700A,SCUOLA PRIMARIA,2,1,7,5
202122,TV1EAE500L,SCUOLA PRIMARIA,2,1,14,10
202122,NATD0C5008,SCUOLA SECONDARIA II GRADO,5,3,69,35
202122,CSTDDC500C,SCUOLA SECONDARIA II GRADO,3,1,1,2
202122,VR1E018001,SCUOLA PRIMARIA,2,1,4,12
202122,SATDD75001,SCUOLA SECONDARIA II GRADO,5,1,6,9
202122,SATF6U5006,SCUOLA SECONDARIA II GRADO,3,1,1,2
202122,PE1E00400X,SCUOLA PRIMARIA,4,2,23,26
202122,VR1E02100R,SCUOLA PRIMARIA,4,1,12,12
202122,MB1E03500G,SCUOLA PRIMARIA,3,2,20,20
202122,BN1E002002,SCUOLA PRIMARIA,2,1,11,4
202122,PN1M00100D,SCUOLA SECONDARIA I GRADO,3,3,38,30
202122,NAPS265003,SCUOLA SECONDARIA II GRADO,2,1,4,2
202122,RM1E16500X,SCUOLA PRIMARIA,5,1,9,12
202122,COPSZG500O,SCUOLA SECONDARIA II GRADO,1,1,8,1
202122,ANTD03500D,SCUOLA SECONDARIA II GRADO,2,1,4,0
202122,SAPMBS5006,SCUOLA SECONDARIA II GRADO,4,1,5,4
202122,SAPSL4500R,SCUOLA SECONDARIA II GRADO,2,1,11,4
202122,GEPSC85001,SCUOLA SECONDARIA II GRADO,3,1,16,5
202122,MIPMU4500Z,SCUOLA SECONDARIA II GRADO,1,1,13,12
202122,TOPM085002,SCUOLA SECONDARIA II GRADO,4,1,4,3
202122,MI1MVA500E,SCUOLA SECONDARIA I GRADO,1,3,35,21
202122,SATD13500L,SCUOLA SECONDARIA II GRADO,4,1,1,3
202122,MI1E02200L,SCUOLA PRIMARIA,5,1,4,8
202122,RMPSHR5005,SCUOLA SECONDARIA II GRADO,2,1,5,0
202122,MBPL315001,SCUOLA SECONDARIA II GRADO,1,1,3,14
202122,VI1E00900T,SCUOLA PRIMARIA,5,1,16,10
202122,CLPC025003,SCUOLA SECONDARIA II GRADO,4,1,4,0
202122,VE1E01000P,SCUOLA PRIMARIA,2,1,8,14
202122,BSPSB05000,SCUOLA SECONDARIA II GRADO,2,1,1,0
202122,CA1E00900B,SCUOLA PRIMARIA,4,1,13,9
202122,COTD06500Q,SCUOLA SECONDARIA II GRADO,5,1,2,5
202122,MI1E14300E,SCUOLA PRIMARIA,3,1,7,7
202122,VARH025001,SCUOLA SECONDARIA II GRADO,4,1,17,0
202122,RM1E14500P,SCUOLA PRIMARIA,1,1,5,3
202122,PAPC07500N,SCUOLA SECONDARIA II GRADO,5,1,3,3
202122,PA1E01800B,SCUOLA PRIMARIA,1,1,8,13
202122,CR1E00700T,SCUOLA PRIMARIA,3,1,12,13
202122,AV1ETA500G,SCUOLA PRIMARIA,5,1,3,0
202122,NA1E11600Q,SCUOLA PRIMARIA,4,1,13,3
202122,RMSL3L500Q,SCUOLA SECONDARIA II GRADO,3,1,5,7
202122,CETDA05001,SCUOLA SECONDARIA II GRADO,3,1,7,5
202122,NA1E05000A,SCUOLA PRIMARIA,1,1,2,1
202122,FI1E026009,SCUOLA PRIMARIA,2,1,9,13
202122,FI1ECP5008,SCUOLA PRIMARIA,4,1,8,8
202122,MI1M00300C,SCUOLA SECONDARIA I GRADO,2,2,21,33
202122,GE1E01000L,SCUOLA PRIMARIA,1,1,18,9
202122,APTDCF500V,SCUOLA SECONDARIA II GRADO,3,1,1,2
202122,RMPS49500G,SCUOLA SECONDARIA II GRADO,3,1,13,11
202122,VB1E001004,SCUOLA PRIMARIA,4,1,8,14
202122,BS1EAP500V,SCUOLA PRIMARIA,1,1,10,7
202122,PGRF8G5009,SCUOLA SECONDARIA II GRADO,2,1,2,0
202122,TV1E00200Q,SCUOLA PRIMARIA,5,2,25,24
202122,CA1M013008,SCUOLA SECONDARIA I GRADO,1,1,8,10
202122,MN1M002005,SCUOLA SECONDARIA I GRADO,2,1,12,10
202122,CAPC005006,SCUOLA SECONDARIA II GRADO,3,1,4,6
202122,MOPC005006,SCUOLA SECONDARIA II GRADO,4,1,6,11
202122,BO1EI4500G,SCUOLA PRIMARIA,2,1,2,5
202122,MI1M09500G,SCUOLA SECONDARIA I GRADO,3,3,46,38
202122,RO1E00300A,SCUOLA PRIMARIA,3,1,5,7
202122,SA1E009006,SCUOLA PRIMARIA,4,1,5,4
202122,BG1E03100R,SCUOLA PRIMARIA,1,1,7,7
202122,BG1E01200B,SCUOLA PRIMARIA,5,2,15,30
202122,PVTD065009,SCUOLA SECONDARIA II GRADO,3,1,9,0
202122,PVSL1E500O,SCUOLA SECONDARIA II GRADO,3,1,0,2
202122,LT1E00400C,SCUOLA PRIMARIA,5,1,11,16
202122,GE1E020007,SCUOLA PRIMARIA,1,1,19,10
202122,SATD295005,SCUOLA SECONDARIA II GRADO,5,2,40,29
202122,PGTDEI500F,SCUOLA SECONDARIA II GRADO,4,1,2,0
202122,RCTDBT500S,SCUOLA SECONDARIA II GRADO,3,1,6,3
202122,BGRH005007,SCUOLA SECONDARIA II GRADO,2,1,13,3
202122,LE1E00600T,SCUOLA PRIMARIA,2,1,3,11
202122,BGPMNC5002,SCUOLA SECONDARIA II GRADO,1,1,10,7
202122,FG1E00300X,SCUOLA PRIMARIA,3,1,12,9
202122,MO1E00700Q,SCUOLA PRIMARIA,5,2,26,26
202122,BGTFF0500O,SCUOLA SECONDARIA II GRADO,5,1,14,11
202122,BOPS02500L,SCUOLA SECONDARIA II GRADO,2,1,6,6
202122,FG1E016002,SCUOLA PRIMARIA,4,1,7,3
202122,TOPS005004,SCUOLA SECONDARIA II GRADO,2,2,8,13
202122,RM1E16000R,SCUOLA PRIMARIA,3,1,8,4
202122,SV1M00200X,SCUOLA SECONDARIA I GRADO,2,1,22,9
202122,SAPC005001,SCUOLA SECONDARIA II GRADO,4,1,0,8
202122,RM1M09900B,SCUOLA SECONDARIA I GRADO,3,3,42,28
202122,CE1E049008,SCUOLA PRIMARIA,3,1,7,4
202122,NA1E25200Q,SCUOLA PRIMARIA,1,1,7,10
202122,PRTD02500N,SCUOLA SECONDARIA II GRADO,1,1,4,7
