ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202122,RE1M00600E,SCUOLA SECONDARIA I GRADO,3,2,24,16
202122,RMPC455002,SCUOLA SECONDARIA II GRADO,4,1,4,6
202122,MIPC09500C,SCUOLA SECONDARIA II GRADO,4,3,14,30
202122,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,1,2,1
202122,CETB015007,SCUOLA SECONDARIA II GRADO,3,1,8,3
202122,RMTD72500Q,SCUOLA SECONDARIA II GRADO,3,1,4,0
202122,NA1E04000Q,SCUOLA PRIMARIA,5,1,6,10
202122,CE1EO0500I,SCUOLA PRIMARIA,2,1,13,9
202122,RM1M01400B,SCUOLA SECONDARIA I GRADO,3,1,11,15
202122,RM1M04900A,SCUOLA SECONDARIA I GRADO,2,2,24,18
202122,PASD01500G,SCUOLA SECONDARIA II GRADO,1,2,11,25
202122,NATD51500C,SCUOLA SECONDARIA II GRADO,3,1,3,24
202122,RM1E186001,SCUOLA PRIMARIA,3,1,10,5
202122,MIPM2A500Z,SCUOLA SECONDARIA II GRADO,4,1,6,14
202122,CT1E031009,SCUOLA PRIMARIA,3,1,5,5
202122,RM1E11200B,SCUOLA PRIMARIA,2,1,14,11
202122,MB1M02700T,SCUOLA SECONDARIA I GRADO,3,2,30,20
202122,NATNHS5003,SCUOLA SECONDARIA II GRADO,5,2,34,36
202122,FE1E8D500F,SCUOLA PRIMARIA,3,2,18,10
202122,CE1E00900T,SCUOLA PRIMARIA,2,1,10,7
202122,NAPSNL500R,SCUOLA SECONDARIA II GRADO,5,1,21,1
202122,CORC43500S,SCUOLA SECONDARIA II GRADO,5,1,18,11
202122,BG1M3M5006,SCUOLA SECONDARIA I GRADO,2,1,5,11
202122,NA1E05500D,SCUOLA PRIMARIA,3,2,23,26
202122,GO1E00100A,SCUOLA PRIMARIA,2,2,11,16
202122,RM1M08500D,SCUOLA SECONDARIA I GRADO,3,1,15,11
202122,TVPC01500X,SCUOLA SECONDARIA II GRADO,4,1,7,6
202122,TO1M055005,SCUOLA SECONDARIA I GRADO,3,1,9,10
202122,MIPS055005,SCUOLA SECONDARIA II GRADO,5,2,35,14
202122,MI1E00500V,SCUOLA PRIMARIA,3,1,10,15
202122,SATF09500P,SCUOLA SECONDARIA II GRADO,3,1,7,1
202122,MI1E01300T,SCUOLA PRIMARIA,4,1,10,11
202122,SATFET500V,SCUOLA SECONDARIA II GRADO,3,1,5,2
202122,RMSLR1500M,SCUOLA SECONDARIA II GRADO,1,1,5,2
202122,VI1E010002,SCUOLA PRIMARIA,2,1,10,6
202122,BSPM4P500U,SCUOLA SECONDARIA II GRADO,3,1,6,15
202122,TOPST1500C,SCUOLA SECONDARIA II GRADO,3,2,9,6
202122,RMTDOO500A,SCUOLA SECONDARIA II GRADO,1,1,4,0
202122,CN1EN55004,SCUOLA PRIMARIA,2,1,5,7
202122,MB1E029008,SCUOLA PRIMARIA,2,3,27,19
202122,PE1M5C500R,SCUOLA SECONDARIA I GRADO,3,1,9,16
202122,VI1E01100T,SCUOLA PRIMARIA,3,1,7,8
202122,BA1E00300G,SCUOLA PRIMARIA,4,2,24,21
202122,FI1M006009,SCUOLA SECONDARIA I GRADO,3,1,13,9
202122,MI1M03600Q,SCUOLA SECONDARIA I GRADO,1,1,10,8
202122,CO1M021006,SCUOLA SECONDARIA I GRADO,2,1,14,2
202122,SATFRP500A,SCUOLA SECONDARIA II GRADO,3,1,4,0
202122,SATFUB5003,SCUOLA SECONDARIA II GRADO,4,1,2,1
202122,VR1E00100G,SCUOLA PRIMARIA,2,1,9,6
202122,PETD06500C,SCUOLA SECONDARIA II GRADO,5,1,9,1
202122,RMTD00500C,SCUOLA SECONDARIA II GRADO,3,1,2,0
202122,RCPC02500G,SCUOLA SECONDARIA II GRADO,4,1,2,7
202122,CZ1EQB500O,SCUOLA PRIMARIA,3,1,5,12
202122,NA1E270009,SCUOLA PRIMARIA,1,1,17,12
202122,CETDHL500C,SCUOLA SECONDARIA II GRADO,5,2,14,24
202122,NA1E03400C,SCUOLA PRIMARIA,5,4,19,19
202122,PV1E00600C,SCUOLA PRIMARIA,3,1,10,5
202122,PATD43500N,SCUOLA SECONDARIA II GRADO,1,1,4,1
202122,TV1E01600N,SCUOLA PRIMARIA,2,1,12,13
202122,CT1ELO5000,SCUOLA PRIMARIA,3,1,8,11
202122,GE1E02500A,SCUOLA PRIMARIA,2,1,11,11
202122,PVPL02500T,SCUOLA SECONDARIA II GRADO,4,1,7,5
202122,CTPS09500D,SCUOLA SECONDARIA II GRADO,5,1,7,7
202122,SATLRU500B,SCUOLA SECONDARIA II GRADO,5,2,58,7
202122,MI1E076001,SCUOLA PRIMARIA,1,1,12,7
202122,RGPMSZ500N,SCUOLA SECONDARIA II GRADO,2,1,1,0
202122,RM1E100005,SCUOLA PRIMARIA,4,1,10,11
202122,BGSLN6500G,SCUOLA SECONDARIA II GRADO,5,1,14,15
202122,RM1M143008,SCUOLA SECONDARIA I GRADO,2,1,6,9
202122,MB1M009008,SCUOLA SECONDARIA I GRADO,3,3,30,29
202122,MB1E037007,SCUOLA PRIMARIA,4,2,21,22
202122,CHTD035004,SCUOLA SECONDARIA II GRADO,5,1,8,8
202122,NO1M01200Q,SCUOLA SECONDARIA I GRADO,2,1,14,10
202122,RM1M15000B,SCUOLA SECONDARIA I GRADO,1,1,12,14
202122,FG1E01300E,SCUOLA PRIMARIA,3,1,9,8
202122,FIPLZD500L,SCUOLA SECONDARIA II GRADO,4,1,3,5
202122,AGTD02500N,SCUOLA SECONDARIA II GRADO,5,1,9,17
202122,BG1E00400C,SCUOLA PRIMARIA,2,2,17,13
202122,CE1E01700R,SCUOLA PRIMARIA,4,1,9,11
202122,TATD08500T,SCUOLA SECONDARIA II GRADO,1,1,7,2
202122,TV1E018009,SCUOLA PRIMARIA,1,1,7,8
202122,RM1M04600V,SCUOLA SECONDARIA I GRADO,3,2,24,20
202122,CE1E030007,SCUOLA PRIMARIA,2,1,7,6
202122,RM1ERB5004,SCUOLA PRIMARIA,4,1,8,4
202122,LT1E00900G,SCUOLA PRIMARIA,2,2,16,25
202122,NATF37500L,SCUOLA SECONDARIA II GRADO,3,1,4,2
202122,TV1M00900Q,SCUOLA SECONDARIA I GRADO,2,2,20,15
202122,RM1ERP500L,SCUOLA PRIMARIA,5,1,8,10
202122,MIPM1R500Q,SCUOLA SECONDARIA II GRADO,3,1,4,19
202122,MI1E04300N,SCUOLA PRIMARIA,4,2,19,19
202122,MI1E06500E,SCUOLA PRIMARIA,2,1,11,19
202122,RM1E11100G,SCUOLA PRIMARIA,4,1,10,8
202122,RMSL3L500Q,SCUOLA SECONDARIA II GRADO,1,1,3,4
202122,MB1E07100P,SCUOLA PRIMARIA,2,1,12,17
202122,VEPS00500C,SCUOLA SECONDARIA II GRADO,2,3,18,3
202122,FRPM9G500T,SCUOLA SECONDARIA II GRADO,2,1,0,4
202122,NAPS555009,SCUOLA SECONDARIA II GRADO,4,1,1,3
202122,NATFGP5005,SCUOLA SECONDARIA II GRADO,2,1,3,1
202122,CTTD365004,SCUOLA SECONDARIA II GRADO,5,2,25,35
202122,VT1M00500P,SCUOLA SECONDARIA I GRADO,1,1,3,4
202122,RM1E043006,SCUOLA PRIMARIA,3,3,27,31
202122,RM1E06900A,SCUOLA PRIMARIA,2,1,5,9
202122,SV1E00200P,SCUOLA PRIMARIA,1,1,9,9
202122,RMPS4A500Z,SCUOLA SECONDARIA II GRADO,5,1,18,4
202122,PR1M008004,SCUOLA SECONDARIA I GRADO,3,2,27,20
202122,PR1E00900P,SCUOLA PRIMARIA,1,1,17,8
202122,PSTF005006,SCUOLA SECONDARIA II GRADO,4,1,25,3
202122,MC1EMU5009,SCUOLA PRIMARIA,4,1,5,5
202122,NA1E01900A,SCUOLA PRIMARIA,4,2,16,15
202122,TO1E00500V,SCUOLA PRIMARIA,3,1,11,11
202122,RMPSNS500T,SCUOLA SECONDARIA II GRADO,1,1,2,2
202122,RMSLBH500V,SCUOLA SECONDARIA II GRADO,5,1,12,16
202122,BA1E01000P,SCUOLA PRIMARIA,2,1,13,7
202122,GR1M00200E,SCUOLA SECONDARIA I GRADO,1,1,16,9
202122,FI1MIM500Z,SCUOLA SECONDARIA I GRADO,2,2,27,21
202122,NATFZE5004,SCUOLA SECONDARIA II GRADO,3,1,1,3
202122,MI1M00700Q,SCUOLA SECONDARIA I GRADO,2,2,18,24
202122,NA1MSZ5005,SCUOLA SECONDARIA I GRADO,2,1,11,11
202122,RMPQ06500D,SCUOLA SECONDARIA II GRADO,3,1,6,1
202122,CO1M00200R,SCUOLA SECONDARIA I GRADO,3,3,43,29
202122,VR1ESU500Z,SCUOLA PRIMARIA,2,1,11,7
202122,PETN015009,SCUOLA SECONDARIA II GRADO,3,1,3,1
202122,LCTF66500Z,SCUOLA SECONDARIA II GRADO,2,1,7,5
202122,PG1M00500G,SCUOLA SECONDARIA I GRADO,1,1,2,2
202122,RC1E013007,SCUOLA PRIMARIA,5,1,7,5
202122,NA1E136001,SCUOLA PRIMARIA,2,1,8,11
202122,NO1E001004,SCUOLA PRIMARIA,1,2,18,14
202122,ENTDID500H,SCUOLA SECONDARIA II GRADO,5,1,18,6
202122,MI1M10100N,SCUOLA SECONDARIA I GRADO,1,3,39,29
202122,NA1E272001,SCUOLA PRIMARIA,5,1,8,9
202122,NA1E234006,SCUOLA PRIMARIA,2,1,3,9
202122,BG1E01600P,SCUOLA PRIMARIA,5,3,34,26
202122,SARHB65008,SCUOLA SECONDARIA II GRADO,4,1,0,1
202122,GEPMN4500Z,SCUOLA SECONDARIA II GRADO,2,2,13,24
202122,LT1E00800Q,SCUOLA PRIMARIA,2,1,8,7
202122,GE1M03100V,SCUOLA SECONDARIA I GRADO,3,1,7,12
202122,CTPC01500D,SCUOLA SECONDARIA II GRADO,2,1,6,6
202122,TO1M05700R,SCUOLA SECONDARIA I GRADO,3,1,12,7
202122,MI1E047001,SCUOLA PRIMARIA,2,3,42,21
202122,SATD27500X,SCUOLA SECONDARIA II GRADO,5,2,21,12
202122,VA1M017008,SCUOLA SECONDARIA I GRADO,2,5,70,59
202122,VA1M01400R,SCUOLA SECONDARIA I GRADO,3,2,24,27
202122,RMPL135004,SCUOLA SECONDARIA II GRADO,5,1,8,9
202122,BGPS00500D,SCUOLA SECONDARIA II GRADO,4,1,15,12
202122,VA1E02200E,SCUOLA PRIMARIA,2,2,23,17
202122,MB1E03400Q,SCUOLA PRIMARIA,5,2,17,32
202122,PATL095008,SCUOLA SECONDARIA II GRADO,3,1,2,1
202122,FIPL085005,SCUOLA SECONDARIA II GRADO,1,1,3,2
202122,BSPM57500D,SCUOLA SECONDARIA II GRADO,2,1,22,5
202122,NA1E17900V,SCUOLA PRIMARIA,1,1,5,7
202122,NA1E18100V,SCUOLA PRIMARIA,5,1,12,13
202122,RM1E03300G,SCUOLA PRIMARIA,5,2,19,19
202122,UD1E00600B,SCUOLA PRIMARIA,2,2,14,19
202122,CE1E031003,SCUOLA PRIMARIA,1,1,4,7
202122,TVPS57500F,SCUOLA SECONDARIA II GRADO,2,1,20,5
202122,TV1E01500T,SCUOLA PRIMARIA,3,2,24,21
202122,RM1E212008,SCUOLA PRIMARIA,1,4,39,48
202122,RM1E022005,SCUOLA PRIMARIA,4,1,8,7
202122,PA1EDC5004,SCUOLA PRIMARIA,2,1,5,6
202122,NATD575004,SCUOLA SECONDARIA II GRADO,4,1,0,7
202122,COTL045001,SCUOLA SECONDARIA II GRADO,5,1,4,1
202122,NA1E106005,SCUOLA PRIMARIA,3,1,14,12
202122,RM1E09100G,SCUOLA PRIMARIA,1,1,5,10
202122,MB1E07200E,SCUOLA PRIMARIA,1,1,9,8
202122,NA1E10900L,SCUOLA PRIMARIA,5,1,12,3
202122,MB1E058008,SCUOLA PRIMARIA,1,1,16,12
202122,PD1M001003,SCUOLA SECONDARIA I GRADO,3,1,12,14
202122,FRTF2T500E,SCUOLA SECONDARIA II GRADO,4,1,3,0
202122,AN1E002005,SCUOLA PRIMARIA,3,1,15,5
202122,MI1E08100C,SCUOLA PRIMARIA,1,1,10,3
202122,SS1E00400L,SCUOLA PRIMARIA,4,1,8,10
202122,METD045003,SCUOLA SECONDARIA II GRADO,5,1,8,8
202122,LT1E00200R,SCUOLA PRIMARIA,3,1,10,18
202122,RMPS46500Q,SCUOLA SECONDARIA II GRADO,4,1,17,6
202122,BS1E00100D,SCUOLA PRIMARIA,1,1,13,12
202122,NARHSC500S,SCUOLA SECONDARIA II GRADO,2,1,5,2
202122,MIPM1R500Q,SCUOLA SECONDARIA II GRADO,1,1,5,14
202122,RMSL3E5005,SCUOLA SECONDARIA II GRADO,5,1,2,4
202122,CE1E06400A,SCUOLA PRIMARIA,2,1,3,8
202122,GE1ELE500C,SCUOLA PRIMARIA,1,1,8,6
202122,NATFTA500I,SCUOLA SECONDARIA II GRADO,1,1,5,4
202122,CTTD34500V,SCUOLA SECONDARIA II GRADO,4,1,3,2
202122,NAPMRM500O,SCUOLA SECONDARIA II GRADO,3,1,3,6
202122,NATDB75009,SCUOLA SECONDARIA II GRADO,1,1,0,5
202122,NA1M007009,SCUOLA SECONDARIA I GRADO,1,1,11,14
202122,NAPMS6500L,SCUOLA SECONDARIA II GRADO,2,1,2,5
202122,SSTD02500P,SCUOLA SECONDARIA II GRADO,5,1,13,6
202122,VR1M025009,SCUOLA SECONDARIA I GRADO,2,1,12,14
202122,RE1M00400V,SCUOLA SECONDARIA I GRADO,2,3,28,26
202122,BG1M01200L,SCUOLA SECONDARIA I GRADO,3,2,21,26
202122,PD1M01000T,SCUOLA SECONDARIA I GRADO,1,3,41,33
202122,MITL035006,SCUOLA SECONDARIA II GRADO,1,1,3,0
202122,NA1E221004,SCUOLA PRIMARIA,5,1,11,5
202122,SARHZG500U,SCUOLA SECONDARIA II GRADO,2,1,2,5
202122,CE1ERT500Q,SCUOLA PRIMARIA,3,1,8,8
202122,NA1E057005,SCUOLA PRIMARIA,2,1,9,15
202122,GE1M007002,SCUOLA SECONDARIA I GRADO,2,1,8,9
202122,MIPS01500P,SCUOLA SECONDARIA II GRADO,1,2,29,13
202122,TO1E04800R,SCUOLA PRIMARIA,3,1,8,5
202122,MI1E04400D,SCUOLA PRIMARIA,4,1,10,10
202122,VR1E01000A,SCUOLA PRIMARIA,2,1,10,12
202122,TO1E05000R,SCUOLA PRIMARIA,3,1,9,5
202122,VA1E41500F,SCUOLA PRIMARIA,1,1,9,4
202122,RMPL22500A,SCUOLA SECONDARIA II GRADO,3,1,10,14
202122,RMPL07500N,SCUOLA SECONDARIA II GRADO,1,2,13,41
202122,PDPS77500P,SCUOLA SECONDARIA II GRADO,4,2,15,16
202122,MBPS23500E,SCUOLA SECONDARIA II GRADO,4,1,9,3
202122,VAPL10500N,SCUOLA SECONDARIA II GRADO,3,1,2,5
202122,RM1E08700X,SCUOLA PRIMARIA,3,1,9,8
202122,MITD52500D,SCUOLA SECONDARIA II GRADO,4,1,11,1
202122,AP1M001005,SCUOLA SECONDARIA I GRADO,1,1,6,10
202122,TVPSIL5006,SCUOLA SECONDARIA II GRADO,2,1,11,3
202122,RM1E044002,SCUOLA PRIMARIA,4,2,18,20
202122,PATD87500G,SCUOLA SECONDARIA II GRADO,5,3,37,19
202122,LUPS025006,SCUOLA SECONDARIA II GRADO,2,1,6,3
202122,RM1E01700N,SCUOLA PRIMARIA,3,1,6,2
202122,RMPLNG500S,SCUOLA SECONDARIA II GRADO,4,1,2,6
202122,RMPLB3500E,SCUOLA SECONDARIA II GRADO,5,2,13,28
202122,RM1E08700X,SCUOLA PRIMARIA,5,1,14,7
202122,NA1E093008,SCUOLA PRIMARIA,1,1,9,6
202122,AVTF005001,SCUOLA SECONDARIA II GRADO,3,1,2,0
202122,CA1E013003,SCUOLA PRIMARIA,2,1,13,12
202122,CA1E01500P,SCUOLA PRIMARIA,1,1,8,7
202122,MIPS54500V,SCUOLA SECONDARIA II GRADO,4,1,11,12
202122,VA1E004001,SCUOLA PRIMARIA,3,1,8,15
202122,MI1E132004,SCUOLA PRIMARIA,4,1,12,9
202122,CO1E00800E,SCUOLA PRIMARIA,5,2,14,13
202122,PA1EC8500U,SCUOLA PRIMARIA,5,1,6,10
202122,TS1M003003,SCUOLA SECONDARIA I GRADO,3,1,6,11
202122,TR1E00100P,SCUOLA PRIMARIA,1,1,2,4
202122,RE1M00100B,SCUOLA SECONDARIA I GRADO,1,1,14,8
202122,BS1M00300A,SCUOLA SECONDARIA I GRADO,2,3,31,23
202122,PETD06500C,SCUOLA SECONDARIA II GRADO,1,1,3,0
202122,NARFA35009,SCUOLA SECONDARIA II GRADO,2,1,1,3
202122,NAPSQA500Q,SCUOLA SECONDARIA II GRADO,4,1,6,5
202122,MIPC09500C,SCUOLA SECONDARIA II GRADO,3,3,15,35
202122,BSPC01500D,SCUOLA SECONDARIA II GRADO,5,1,3,12
202122,CR1E00400A,SCUOLA PRIMARIA,2,1,14,11
202122,MI1E016009,SCUOLA PRIMARIA,4,2,20,21
202122,MIPM06500R,SCUOLA SECONDARIA II GRADO,4,1,1,10
202122,VIPS01500A,SCUOLA SECONDARIA II GRADO,4,1,10,3
202122,PVPS1S500G,SCUOLA SECONDARIA II GRADO,1,1,5,2
202122,NAPL27500C,SCUOLA SECONDARIA II GRADO,5,1,3,7
202122,NAPM05500Q,SCUOLA SECONDARIA II GRADO,1,1,4,15
202122,SR1E009008,SCUOLA PRIMARIA,3,1,7,4
202122,SSPSNU500Q,SCUOLA SECONDARIA II GRADO,2,1,1,0
202122,SATL16500Q,SCUOLA SECONDARIA II GRADO,5,2,48,12
202122,RM1E186001,SCUOLA PRIMARIA,5,1,12,9
202122,MBRC6C500E,SCUOLA SECONDARIA II GRADO,3,1,5,6
202122,MB1M02800N,SCUOLA SECONDARIA I GRADO,3,2,22,15
202122,MO1E01100B,SCUOLA PRIMARIA,5,2,20,21
202122,MITD13500L,SCUOLA SECONDARIA II GRADO,2,1,13,6
202122,RM1E19000L,SCUOLA PRIMARIA,3,1,13,13
202122,SARHGU5003,SCUOLA SECONDARIA II GRADO,5,2,15,23
202122,PATD475004,SCUOLA SECONDARIA II GRADO,2,1,2,0
202122,RM1M04300B,SCUOLA SECONDARIA I GRADO,1,1,12,14
202122,MIPS04500E,SCUOLA SECONDARIA II GRADO,1,1,15,6
202122,NA1E25700V,SCUOLA PRIMARIA,1,1,8,4
202122,PG1MB2500Q,SCUOLA SECONDARIA I GRADO,2,1,11,8
202122,VR1E00700E,SCUOLA PRIMARIA,5,2,15,19
202122,RMPL085008,SCUOLA SECONDARIA II GRADO,1,1,5,4
202122,RM1E121006,SCUOLA PRIMARIA,1,1,7,17
202122,MB1M01000C,SCUOLA SECONDARIA I GRADO,1,2,30,19
202122,MBPMZF5000,SCUOLA SECONDARIA II GRADO,2,1,2,6
202122,NOPS03500C,SCUOLA SECONDARIA II GRADO,3,2,28,19
202122,FE1E00200D,SCUOLA PRIMARIA,3,1,8,13
202122,BL1M00100R,SCUOLA SECONDARIA I GRADO,2,2,17,19
202122,PO1E00200R,SCUOLA PRIMARIA,5,1,13,11
202122,FI1E02900R,SCUOLA PRIMARIA,1,1,7,3
202122,RMTN8V500Q,SCUOLA SECONDARIA II GRADO,1,1,4,4
202122,SAPS09500G,SCUOLA SECONDARIA II GRADO,5,2,12,18
202122,VARFS2500Z,SCUOLA SECONDARIA II GRADO,4,1,5,13
202122,RM1M082002,SCUOLA SECONDARIA I GRADO,3,1,10,17
202122,VATF295009,SCUOLA SECONDARIA II GRADO,4,1,13,7
202122,LI1M00600A,SCUOLA SECONDARIA I GRADO,2,2,19,15
202122,CSTDIB500Z,SCUOLA SECONDARIA II GRADO,5,1,15,9
202122,SATFHG5004,SCUOLA SECONDARIA II GRADO,3,1,3,2
202122,RMPSVP500H,SCUOLA SECONDARIA II GRADO,1,2,10,3
202122,RMPSPG500N,SCUOLA SECONDARIA II GRADO,1,1,6,1
202122,CLTD095008,SCUOLA SECONDARIA II GRADO,1,1,6,0
202122,BSRF3E5000,SCUOLA SECONDARIA II GRADO,1,1,1,3
202122,VE1M006008,SCUOLA SECONDARIA I GRADO,2,1,9,14
202122,BSTN01500A,SCUOLA SECONDARIA II GRADO,3,1,5,5
202122,BSPS2M500I,SCUOLA SECONDARIA II GRADO,5,1,3,6
202122,BSPS075008,SCUOLA SECONDARIA II GRADO,4,2,14,32
202122,MIPS43500B,SCUOLA SECONDARIA II GRADO,3,1,15,16
202122,NAPS18500B,SCUOLA SECONDARIA II GRADO,3,1,7,1
202122,APPS3R5004,SCUOLA SECONDARIA II GRADO,2,1,2,0
202122,TOSL01500G,SCUOLA SECONDARIA II GRADO,4,2,4,17
202122,MBPSTE500O,SCUOLA SECONDARIA II GRADO,4,1,20,3
202122,TORI05500A,SCUOLA SECONDARIA II GRADO,5,1,6,1
202122,BS1M004006,SCUOLA SECONDARIA I GRADO,3,6,66,80
202122,PEPS995008,SCUOLA SECONDARIA II GRADO,2,1,2,1
202122,PA1E02300V,SCUOLA PRIMARIA,4,1,2,9
202122,NARF0C5004,SCUOLA SECONDARIA II GRADO,1,1,3,5
202122,LE1E009009,SCUOLA PRIMARIA,4,1,3,9
202122,FI1E013007,SCUOLA PRIMARIA,4,1,8,10
202122,ATRI02500P,SCUOLA SECONDARIA II GRADO,2,1,3,6
202122,AV1E01200R,SCUOLA PRIMARIA,4,1,1,1
202122,BA1E00200Q,SCUOLA PRIMARIA,3,1,9,16
202122,SA1E01400N,SCUOLA PRIMARIA,5,1,7,6
202122,NA1E031001,SCUOLA PRIMARIA,1,2,19,14
202122,BS1E02600T,SCUOLA PRIMARIA,2,1,7,5
202122,MI1E12600R,SCUOLA PRIMARIA,5,3,46,28
202122,SR1E3H5006,SCUOLA PRIMARIA,5,1,9,4
202122,MI1E12000T,SCUOLA PRIMARIA,1,1,12,10
202122,APPM04500X,SCUOLA SECONDARIA II GRADO,5,1,7,14
202122,CO1M02400N,SCUOLA SECONDARIA I GRADO,1,2,27,22
202122,VRPQ02500E,SCUOLA SECONDARIA II GRADO,3,1,5,12
202122,VR1E011006,SCUOLA PRIMARIA,2,1,15,9
202122,RMTD67500X,SCUOLA SECONDARIA II GRADO,2,1,6,2
202122,VA1M013001,SCUOLA SECONDARIA I GRADO,1,3,30,33
202122,RE1E00500D,SCUOLA PRIMARIA,2,1,12,12
202122,FG1M002009,SCUOLA SECONDARIA I GRADO,2,1,12,11
202122,NA1E051006,SCUOLA PRIMARIA,3,4,19,24
202122,RM1M03800X,SCUOLA SECONDARIA I GRADO,3,1,7,10
202122,RA1E005003,SCUOLA PRIMARIA,2,1,4,5
202122,PV1E00500L,SCUOLA PRIMARIA,2,2,17,13
202122,NA1E07000G,SCUOLA PRIMARIA,2,1,14,10
202122,PVPLHO500H,SCUOLA SECONDARIA II GRADO,1,1,1,6
202122,NA1M023007,SCUOLA SECONDARIA I GRADO,1,1,13,14
202122,NA1E239009,SCUOLA PRIMARIA,4,1,8,3
202122,RM1E10300L,SCUOLA PRIMARIA,4,3,36,26
202122,MB1M026002,SCUOLA SECONDARIA I GRADO,1,2,22,26
202122,RM1E11100G,SCUOLA PRIMARIA,3,1,13,11
202122,BGPSAF500M,SCUOLA SECONDARIA II GRADO,4,1,12,1
202122,NOPC05500E,SCUOLA SECONDARIA II GRADO,4,2,28,24
202122,BGPL04500P,SCUOLA SECONDARIA II GRADO,4,2,9,17
202122,MOTD01500Q,SCUOLA SECONDARIA II GRADO,4,1,9,4
202122,FIPS15500B,SCUOLA SECONDARIA II GRADO,3,1,6,3
202122,SAPL65500L,SCUOLA SECONDARIA II GRADO,3,1,0,3
202122,CE1E03200V,SCUOLA PRIMARIA,3,1,5,15
202122,LTTA335002,SCUOLA SECONDARIA II GRADO,3,1,3,0
202122,RM1M08300T,SCUOLA SECONDARIA I GRADO,1,1,7,9
202122,RM1M07100G,SCUOLA SECONDARIA I GRADO,2,3,29,42
202122,MIPSPS500G,SCUOLA SECONDARIA II GRADO,1,2,7,9
202122,PA1E00900L,SCUOLA PRIMARIA,2,1,15,9
202122,TOPL20500L,SCUOLA SECONDARIA II GRADO,1,1,6,18
202122,FI1E01100G,SCUOLA PRIMARIA,2,1,9,16
202122,MI1E06300V,SCUOLA PRIMARIA,5,1,12,14
202122,RM1E11200B,SCUOLA PRIMARIA,3,1,9,15
202122,NA1E12300V,SCUOLA PRIMARIA,3,2,11,12
202122,RMSL02500P,SCUOLA SECONDARIA II GRADO,3,1,1,2
202122,PD1E00200N,SCUOLA PRIMARIA,3,1,9,4
202122,BSPS08500V,SCUOLA SECONDARIA II GRADO,2,1,13,10
202122,FI1E03300C,SCUOLA PRIMARIA,2,1,12,11
202122,NAPSQA500Q,SCUOLA SECONDARIA II GRADO,5,1,17,10
202122,CTTL005008,SCUOLA SECONDARIA II GRADO,3,1,1,0
202122,AQ1E00600N,SCUOLA PRIMARIA,5,1,11,4
202122,ME1E00500G,SCUOLA PRIMARIA,3,1,6,11
202122,RM1E14100B,SCUOLA PRIMARIA,1,1,13,12
202122,PSPC01500G,SCUOLA SECONDARIA II GRADO,2,1,5,1
202122,LCPMEE500S,SCUOLA SECONDARIA II GRADO,1,1,3,23
202122,LC1M05000X,SCUOLA SECONDARIA I GRADO,3,3,35,43
202122,PA1E01100L,SCUOLA PRIMARIA,3,2,26,14
202122,FI1E001001,SCUOLA PRIMARIA,5,1,7,19
202122,TO1E01500D,SCUOLA PRIMARIA,4,1,10,5
202122,MI1M07800T,SCUOLA SECONDARIA I GRADO,2,3,52,34
202122,TO1E018001,SCUOLA PRIMARIA,3,2,22,34
202122,AV1E008005,SCUOLA PRIMARIA,3,1,12,6
202122,BA1E026008,SCUOLA PRIMARIA,3,1,11,13
202122,VE1M00400L,SCUOLA SECONDARIA I GRADO,2,1,16,11
202122,RO1M00300G,SCUOLA SECONDARIA I GRADO,1,1,16,5
202122,BA1E018009,SCUOLA PRIMARIA,2,2,22,21
202122,BSPM6Z500C,SCUOLA SECONDARIA II GRADO,2,1,7,5
202122,NA1E01900A,SCUOLA PRIMARIA,5,2,14,12
202122,BS1E01500B,SCUOLA PRIMARIA,3,2,26,18
202122,MI1E083004,SCUOLA PRIMARIA,2,2,28,17
202122,MI1E09300P,SCUOLA PRIMARIA,1,1,6,11
202122,VRPS005004,SCUOLA SECONDARIA II GRADO,5,1,20,5
202122,VRPLHM500A,SCUOLA SECONDARIA II GRADO,2,1,2,17
202122,VR1E00800A,SCUOLA PRIMARIA,2,1,13,10
202122,RMTB04500X,SCUOLA SECONDARIA II GRADO,5,1,18,1
202122,RM1E15300N,SCUOLA PRIMARIA,2,1,14,12
202122,NA1E14700B,SCUOLA PRIMARIA,1,1,9,9
202122,PGPC00500C,SCUOLA SECONDARIA II GRADO,4,1,0,2
202122,LCTB00500V,SCUOLA SECONDARIA II GRADO,2,1,6,3
202122,RC1M00500D,SCUOLA SECONDARIA I GRADO,2,1,1,2
202122,LEPS02500C,SCUOLA SECONDARIA II GRADO,1,1,9,3
202122,RE1E002002,SCUOLA PRIMARIA,4,3,43,29
202122,MN1E00300Q,SCUOLA PRIMARIA,3,2,15,20
202122,FG1E010003,SCUOLA PRIMARIA,2,2,15,7
202122,BO1E01600L,SCUOLA PRIMARIA,1,2,14,21
202122,NA1E6E500B,SCUOLA PRIMARIA,4,2,17,13
202122,NA1EAN500C,SCUOLA PRIMARIA,4,1,9,10
202122,BG1E027005,SCUOLA PRIMARIA,2,1,9,3
202122,BG1M00900R,SCUOLA SECONDARIA I GRADO,3,2,15,23
202122,PVPS5H500G,SCUOLA SECONDARIA II GRADO,5,1,9,5
