ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
201819,TOPQ04500Q,SCUOLA SECONDARIA II GRADO,3,27,26,1,0,1
201819,VEPSAM500G,SCUOLA SECONDARIA II GRADO,4,9,8,1,0,1
201819,BGPS0D500U,SCUOLA SECONDARIA II GRADO,3,20,20,0,0,0
201819,TO1M04600A,SCUOLA SECONDARIA I GRADO,2,59,58,1,0,1
201819,RM1M151007,SCUOLA SECONDARIA I GRADO,3,59,59,0,0,0
201819,LCPS01500L,SCUOLA SECONDARIA II GRADO,4,11,11,0,0,0
201819,RMPM17500R,SCUOLA SECONDARIA II GRADO,1,13,12,1,1,0
201819,RCTD035005,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
201819,MIPS375001,SCUOLA SECONDARIA II GRADO,3,49,49,0,0,0
201819,LT1E00900G,SCUOLA PRIMARIA,3,43,43,0,0,0
201819,SV1E00200P,SCUOLA PRIMARIA,2,17,17,0,0,0
201819,RMTD49500B,SCUOLA SECONDARIA II GRADO,1,11,11,0,0,0
201819,NAPS37500E,SCUOLA SECONDARIA II GRADO,4,5,4,1,0,1
201819,RA1E00300B,SCUOLA PRIMARIA,4,30,28,2,2,0
201819,NA1E26500T,SCUOLA PRIMARIA,5,11,10,1,0,1
201819,SRPM475001,SCUOLA SECONDARIA II GRADO,3,16,14,2,0,2
201819,MIPSRF5008,SCUOLA SECONDARIA II GRADO,2,2,2,0,0,0
201819,PVTD065009,SCUOLA SECONDARIA II GRADO,5,10,10,0,0,0
201819,NATDB75009,SCUOLA SECONDARIA II GRADO,1,5,5,0,0,0
201819,VRPS01500P,SCUOLA SECONDARIA II GRADO,1,32,30,2,0,2
201819,RMSLDU500I,SCUOLA SECONDARIA II GRADO,5,3,3,0,0,0
201819,VI1E01100T,SCUOLA PRIMARIA,3,24,22,2,0,2
201819,RCTDAP500U,SCUOLA SECONDARIA II GRADO,5,24,22,2,0,2
201819,FI1E006004,SCUOLA PRIMARIA,5,27,26,1,0,1
201819,CE1E06400A,SCUOLA PRIMARIA,2,11,10,1,0,1
201819,RM1M04900A,SCUOLA SECONDARIA I GRADO,1,40,38,2,2,0
201819,TA1M00300D,SCUOLA SECONDARIA I GRADO,2,23,23,0,0,0
201819,SV1E005006,SCUOLA PRIMARIA,2,39,38,1,0,1
201819,VAPSDE500S,SCUOLA SECONDARIA II GRADO,2,29,29,0,0,0
201819,PS1E00100G,SCUOLA PRIMARIA,2,25,24,1,0,1
201819,TA1E00500X,SCUOLA PRIMARIA,4,23,23,0,0,0
201819,BSTL01500V,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
201819,NARHE55006,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
201819,MI1E06400P,SCUOLA PRIMARIA,5,23,21,2,0,2
201819,CATF955004,SCUOLA SECONDARIA II GRADO,1,7,7,0,0,0
201819,CZPC00500G,SCUOLA SECONDARIA II GRADO,4,26,26,0,0,0
201819,MI1E123009,SCUOLA PRIMARIA,2,36,35,1,0,1
201819,BGPMVO500T,SCUOLA SECONDARIA II GRADO,4,26,25,1,0,1
201819,NATLL75008,SCUOLA SECONDARIA II GRADO,5,16,16,0,0,0
201819,RM1M114008,SCUOLA SECONDARIA I GRADO,2,37,31,6,2,4
201819,CO1E005003,SCUOLA PRIMARIA,5,16,16,0,0,0
201819,NA1E24500L,SCUOLA PRIMARIA,1,16,16,0,0,0
201819,NAPM39500R,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
201819,CERHZ85003,SCUOLA SECONDARIA II GRADO,2,22,22,0,0,0
201819,RM1M108001,SCUOLA SECONDARIA I GRADO,2,38,32,6,1,5
201819,RA1M00400C,SCUOLA SECONDARIA I GRADO,2,44,41,3,1,2
201819,MI1E089003,SCUOLA PRIMARIA,3,3,3,0,0,0
201819,TO1E02600X,SCUOLA PRIMARIA,4,60,55,5,1,4
201819,BSPM4P500U,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
201819,NATF32500G,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
201819,ANRFBS500Z,SCUOLA SECONDARIA II GRADO,5,46,40,6,0,6
201819,TVPC48500H,SCUOLA SECONDARIA II GRADO,2,18,18,0,0,0
201819,CE1E052004,SCUOLA PRIMARIA,4,17,17,0,0,0
201819,RMPC24500N,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
201819,RM1E19700B,SCUOLA PRIMARIA,3,84,84,0,0,0
201819,AG1E00500B,SCUOLA PRIMARIA,5,15,15,0,0,0
201819,FI1E019006,SCUOLA PRIMARIA,5,23,17,6,4,2
201819,BAPSV85002,SCUOLA SECONDARIA II GRADO,1,20,20,0,0,0
201819,FR1EZQ500N,SCUOLA PRIMARIA,3,10,10,0,0,0
201819,AGTD4U500B,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
201819,BS1E00600L,SCUOLA PRIMARIA,1,43,41,2,1,1
201819,FG1M002009,SCUOLA SECONDARIA I GRADO,1,23,23,0,0,0
201819,AGSL015004,SCUOLA SECONDARIA II GRADO,1,8,8,0,0,0
201819,LO1E001007,SCUOLA PRIMARIA,4,28,28,0,0,0
201819,VAPSZC500T,SCUOLA SECONDARIA II GRADO,1,35,35,0,0,0
201819,NA1E00400L,SCUOLA PRIMARIA,1,8,2,6,0,6
201819,BSTD01500C,SCUOLA SECONDARIA II GRADO,2,19,18,1,0,1
201819,GEPS035006,SCUOLA SECONDARIA II GRADO,4,35,35,0,0,0
201819,CT1E03900X,SCUOLA PRIMARIA,3,12,11,1,0,1
201819,CSRFQA500F,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
201819,CA1E00200L,SCUOLA PRIMARIA,2,19,19,0,0,0
201819,NATDNH500U,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
201819,VR1E017005,SCUOLA PRIMARIA,4,25,25,0,0,0
201819,MI1E14200P,SCUOLA PRIMARIA,3,54,54,0,0,0
201819,NATDE85003,SCUOLA SECONDARIA II GRADO,5,65,64,1,0,1
201819,NA1E12300V,SCUOLA PRIMARIA,2,28,28,0,0,0
201819,NO1M001009,SCUOLA SECONDARIA I GRADO,2,72,70,2,1,1
201819,NATD255008,SCUOLA SECONDARIA II GRADO,5,175,165,10,5,5
201819,CE1E04100N,SCUOLA PRIMARIA,2,17,16,1,0,1
201819,RM1E113007,SCUOLA PRIMARIA,3,16,15,1,0,1
201819,NA1E21600L,SCUOLA PRIMARIA,5,10,10,0,0,0
201819,PE1E00400X,SCUOLA PRIMARIA,2,38,38,0,0,0
201819,NA1E03700X,SCUOLA PRIMARIA,2,58,55,3,0,3
201819,NA1E17900V,SCUOLA PRIMARIA,4,12,11,1,0,1
201819,TO1E04200T,SCUOLA PRIMARIA,3,48,47,1,1,0
201819,NARFV15001,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
201819,CE1E00900T,SCUOLA PRIMARIA,2,20,20,0,0,0
201819,RM1E193004,SCUOLA PRIMARIA,1,51,50,1,0,1
201819,NA1E127006,SCUOLA PRIMARIA,4,42,42,0,0,0
201819,FIPMP9500U,SCUOLA SECONDARIA II GRADO,5,36,36,0,0,0
201819,AL1M00400B,SCUOLA SECONDARIA I GRADO,2,4,4,0,0,0
201819,CL1E002008,SCUOLA PRIMARIA,2,11,11,0,0,0
201819,TV1M00400L,SCUOLA SECONDARIA I GRADO,2,110,110,0,0,0
201819,BGPSBT5004,SCUOLA SECONDARIA II GRADO,4,22,22,0,0,0
201819,AVTFN9500H,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
201819,TV1E01700D,SCUOLA PRIMARIA,3,45,44,1,0,1
201819,COPSNU500Z,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
201819,MO1M001002,SCUOLA SECONDARIA I GRADO,2,11,11,0,0,0
201819,PDPL04500G,SCUOLA SECONDARIA II GRADO,3,12,12,0,0,0
201819,LI1E00800R,SCUOLA PRIMARIA,4,20,20,0,0,0
201819,MI1EBF500V,SCUOLA PRIMARIA,2,20,20,0,0,0
201819,VAPS785001,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
201819,RMTDOO500A,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
201819,RM1E142007,SCUOLA PRIMARIA,2,58,58,0,0,0
201819,CA1E01700A,SCUOLA PRIMARIA,4,19,19,0,0,0
201819,TOTB025006,SCUOLA SECONDARIA II GRADO,3,9,8,1,1,0
201819,NATD53500N,SCUOLA SECONDARIA II GRADO,2,10,10,0,0,0
201819,NA1E11700G,SCUOLA PRIMARIA,3,46,46,0,0,0
201819,TATD09500C,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
201819,COTN025007,SCUOLA SECONDARIA II GRADO,2,9,8,1,0,1
201819,CTPM345004,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
201819,VE1E01000P,SCUOLA PRIMARIA,1,25,25,0,0,0
201819,NAPMTL5004,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
201819,NA1E13900C,SCUOLA PRIMARIA,4,13,12,1,0,1
201819,BSPS01500L,SCUOLA SECONDARIA II GRADO,2,5,4,1,0,1
201819,CE1E028007,SCUOLA PRIMARIA,1,14,14,0,0,0
201819,MI1E12000T,SCUOLA PRIMARIA,2,14,14,0,0,0
201819,VR1MN2500I,SCUOLA SECONDARIA I GRADO,1,19,19,0,0,0
201819,RM1E21400X,SCUOLA PRIMARIA,3,6,4,2,2,0
201819,COPL01500N,SCUOLA SECONDARIA II GRADO,3,18,18,0,0,0
201819,RMTD545007,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
201819,RMPS555002,SCUOLA SECONDARIA II GRADO,1,15,15,0,0,0
201819,PAPC12500D,SCUOLA SECONDARIA II GRADO,5,48,48,0,0,0
201819,PARI025001,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
201819,NA1E099007,SCUOLA PRIMARIA,5,11,11,0,0,0
201819,NATD0C5008,SCUOLA SECONDARIA II GRADO,3,6,6,0,0,0
201819,RM1E20200N,SCUOLA PRIMARIA,1,23,21,2,1,1
201819,AT1ENP5001,SCUOLA PRIMARIA,2,10,10,0,0,0
201819,MCPM505001,SCUOLA SECONDARIA II GRADO,1,11,9,2,2,0
201819,AL1E00100P,SCUOLA PRIMARIA,1,58,55,3,0,3
201819,MI1M03100L,SCUOLA SECONDARIA I GRADO,1,51,49,2,0,2
201819,RE1M00600E,SCUOLA SECONDARIA I GRADO,2,38,38,0,0,0
201819,RC1E00800Q,SCUOLA PRIMARIA,2,20,19,1,0,1
201819,SSPM9L500Q,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
201819,CZPM00500Q,SCUOLA SECONDARIA II GRADO,1,7,7,0,0,0
201819,BSPSS1500O,SCUOLA SECONDARIA II GRADO,2,19,19,0,0,0
201819,FI1E035004,SCUOLA PRIMARIA,2,34,30,4,0,4
201819,FIPS065005,SCUOLA SECONDARIA II GRADO,5,11,11,0,0,0
201819,FRTD5O500I,SCUOLA SECONDARIA II GRADO,2,11,7,4,1,3
201819,VITB15500E,SCUOLA SECONDARIA II GRADO,3,6,6,0,0,0
201819,PEPC01500C,SCUOLA SECONDARIA II GRADO,1,4,4,0,0,0
201819,MI1M092004,SCUOLA SECONDARIA I GRADO,3,43,43,0,0,0
201819,CRPL01500R,SCUOLA SECONDARIA II GRADO,2,15,14,1,0,1
201819,NA1E029001,SCUOLA PRIMARIA,2,15,15,0,0,0
201819,RMPS41500P,SCUOLA SECONDARIA II GRADO,4,5,5,0,0,0
201819,PAPLST500V,SCUOLA SECONDARIA II GRADO,5,8,8,0,0,0
201819,MITL485005,SCUOLA SECONDARIA II GRADO,1,34,24,10,0,10
201819,RM1E18900C,SCUOLA PRIMARIA,1,23,23,0,0,0
201819,UDPSBD500N,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
201819,PG1E4Q500B,SCUOLA PRIMARIA,2,11,10,1,0,1
201819,BA1E01100E,SCUOLA PRIMARIA,3,10,8,2,0,2
201819,COPM02500E,SCUOLA SECONDARIA II GRADO,2,28,27,1,0,1
201819,BI1M01000N,SCUOLA SECONDARIA I GRADO,2,9,9,0,0,0
201819,MI1M06100C,SCUOLA SECONDARIA I GRADO,3,58,58,0,0,0
201819,MI1E07800L,SCUOLA PRIMARIA,1,29,26,3,0,3
201819,CT1E054002,SCUOLA PRIMARIA,3,21,16,5,1,4
201819,NA1M03900R,SCUOLA SECONDARIA I GRADO,1,10,10,0,0,0
201819,RM1E065003,SCUOLA PRIMARIA,2,30,30,0,0,0
201819,BSPS06500N,SCUOLA SECONDARIA II GRADO,5,33,33,0,0,0
201819,MITD37500R,SCUOLA SECONDARIA II GRADO,1,10,9,1,0,1
201819,MI1E03600E,SCUOLA PRIMARIA,2,13,13,0,0,0
201819,SI1E003001,SCUOLA PRIMARIA,3,14,12,2,0,2
201819,MIPQ01500X,SCUOLA SECONDARIA II GRADO,2,20,20,0,0,0
201819,RMPC355005,SCUOLA SECONDARIA II GRADO,1,25,25,0,0,0
201819,UDTFI2500I,SCUOLA SECONDARIA II GRADO,5,18,16,2,1,1
201819,RMRHZT500U,SCUOLA SECONDARIA II GRADO,4,7,6,1,0,1
201819,PGTDEI500F,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
201819,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,11,10,1,0,1
201819,NA1E23100P,SCUOLA PRIMARIA,4,11,10,1,0,1
201819,NA1E242005,SCUOLA PRIMARIA,5,8,8,0,0,0
201819,RMPMIO5006,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
201819,RM1E02000D,SCUOLA PRIMARIA,3,13,13,0,0,0
201819,PR1E01000V,SCUOLA PRIMARIA,5,27,27,0,0,0
201819,SATF9L500V,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
201819,TO1E012002,SCUOLA PRIMARIA,1,13,13,0,0,0
201819,MO1E00600X,SCUOLA PRIMARIA,1,21,21,0,0,0
201819,RM1E072006,SCUOLA PRIMARIA,3,23,23,0,0,0
201819,RNPL01500X,SCUOLA SECONDARIA II GRADO,5,19,17,2,0,2
201819,VA1E009004,SCUOLA PRIMARIA,5,33,33,0,0,0
201819,RM1E16700G,SCUOLA PRIMARIA,4,30,29,1,0,1
201819,CE1E05000C,SCUOLA PRIMARIA,3,14,13,1,1,0
201819,CEPS875001,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
201819,SARHGL500M,SCUOLA SECONDARIA II GRADO,3,67,66,1,0,1
201819,BS1E02600T,SCUOLA PRIMARIA,3,23,23,0,0,0
201819,LO1M03000C,SCUOLA SECONDARIA I GRADO,1,50,49,1,0,1
201819,BLPSD7500D,SCUOLA SECONDARIA II GRADO,3,12,12,0,0,0
201819,BO1E012009,SCUOLA PRIMARIA,2,49,43,6,0,6
201819,BG1E006004,SCUOLA PRIMARIA,1,53,51,2,0,2
201819,MI1E061007,SCUOLA PRIMARIA,4,45,44,1,0,1
201819,NA1EPH500O,SCUOLA PRIMARIA,4,17,17,0,0,0
201819,MI1E00200B,SCUOLA PRIMARIA,5,23,23,0,0,0
201819,RGPL025009,SCUOLA SECONDARIA II GRADO,3,10,8,2,0,2
201819,FITB015001,SCUOLA SECONDARIA II GRADO,4,11,9,2,0,2
201819,NATL28500E,SCUOLA SECONDARIA II GRADO,3,2,2,0,0,0
201819,AV1E00500N,SCUOLA PRIMARIA,1,12,12,0,0,0
201819,FI1E01100G,SCUOLA PRIMARIA,5,19,16,3,1,2
201819,CO1E00100Q,SCUOLA PRIMARIA,4,33,27,6,2,4
201819,PO1E01700E,SCUOLA PRIMARIA,4,15,8,7,0,7
201819,BO1M01200E,SCUOLA SECONDARIA I GRADO,3,110,110,0,0,0
201819,RM1M058005,SCUOLA SECONDARIA I GRADO,2,19,12,7,0,7
201819,RMPLO35009,SCUOLA SECONDARIA II GRADO,3,11,9,2,0,2
201819,MCPM505001,SCUOLA SECONDARIA II GRADO,5,14,14,0,0,0
201819,RM1E00400G,SCUOLA PRIMARIA,1,30,29,1,0,1
201819,MI1M01700A,SCUOLA SECONDARIA I GRADO,2,53,53,0,0,0
201819,BO1E00100V,SCUOLA PRIMARIA,2,26,25,1,0,1
201819,BG1E021006,SCUOLA PRIMARIA,3,20,19,1,0,1
201819,MIRC6C500T,SCUOLA SECONDARIA II GRADO,5,18,17,1,0,1
201819,RM1E156005,SCUOLA PRIMARIA,2,15,15,0,0,0
201819,TORI46500C,SCUOLA SECONDARIA II GRADO,5,16,15,1,0,1
201819,RM1E12500D,SCUOLA PRIMARIA,4,24,23,1,1,0
201819,TV1E00100X,SCUOLA PRIMARIA,1,24,24,0,0,0
201819,CAPS8T5007,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
201819,FI1M00500D,SCUOLA SECONDARIA I GRADO,2,24,20,4,0,4
201819,RM1E08700X,SCUOLA PRIMARIA,3,10,8,2,0,2
201819,KRRFC85000,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
201819,NO1E00200X,SCUOLA PRIMARIA,1,40,38,2,0,2
201819,APPM04500X,SCUOLA SECONDARIA II GRADO,4,15,15,0,0,0
201819,BGTD085006,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
201819,CO1E01100A,SCUOLA PRIMARIA,5,21,21,0,0,0
201819,TO1E053008,SCUOLA PRIMARIA,3,26,26,0,0,0
201819,ENTDID500H,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
201819,BAPLS4500L,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
201819,CO1E00900A,SCUOLA PRIMARIA,3,34,33,1,0,1
201819,CE1ECZ5004,SCUOLA PRIMARIA,5,14,14,0,0,0
201819,FG1E022009,SCUOLA PRIMARIA,5,25,25,0,0,0
201819,PA1E007001,SCUOLA PRIMARIA,3,13,13,0,0,0
201819,BS1E01800V,SCUOLA PRIMARIA,4,54,54,0,0,0
201819,MIPS535008,SCUOLA SECONDARIA II GRADO,2,12,12,0,0,0
201819,MI1M05300D,SCUOLA SECONDARIA I GRADO,2,17,15,2,1,1
201819,RM1M07200B,SCUOLA SECONDARIA I GRADO,3,15,6,9,0,9
